Names	Index
Dalbergia_beccarii	89
Citrullus_rehmii	60
Calliandra_caeciliae	166.564
Mimosa_reduviosa	0
Onobrychis_tavernierifolia	0
Vicia_sicula	121.5
Begonia_clarkei	282.387
Naucleopsis_oblongifolia	141.747
Zehneria_nesophila	160
Talbotiella_eketensis	120
Rhamnus_pentapomica	137
Ulex_europaeus	343
Melilotus_neapolitanus	78.5
Senna_rugosa	58
Nothofagus_perryi	361.885
Prunus_tomentosa	186.506
Zygia_turneri	0
Ficus_habrophylla	168.559
Vicia_exigua	87.8
Indigofera_microcarpa	112.667
Lithocarpus_viridis	345.5
Alexa_grandiflora	122.333
Celtis_hildebrandii	254.778
Argyrolobium_molle	70.6667
Zygia_coccinea	200.936
Alchemilla_fallax	365.591
Cliffortia_carinata	135.111
Acmispon_procumbens	90.1731
Acacia_abbreviata	48.5897
Trophis_caucana	243.738
Alphitonia_ponderosa	222.364
Coccinia_adoensis	115.841
Betula_vera	146
Centrosema_tapirapoanense	0
Crotalaria_praetexta	22.5
Parkia_leiophylla	130.333
Begonia_xishuiensis	79.5
Colubrina_decipiens	107.146
Cliffortia_tuberculata	136.143
Cyathostegia_matthewsii	179.83
Crataegus_brachyacantha	73.6596
Desmodium_scopulorum	52.5
Potentilla_bimundorum	399.745
Polylepis_racemosa	221.425
Pourouma_guianensis	182.006
Albizia_crassiramea	123.1
Ficus_tecolutensis	167.25
Astragalus_lilacinus	131.25
Canavalia_oxyphylla	261.024
Pipturus_albidus	239.438
Pilea_obtusata	188
Macroptilium_longepedunculatum	43
Dalea_ceciliana	34.5
Cucumis_silentvalleyi	50.5
Securidaca_leiocarpa	240.667
Colubrina_macrocarpa	127.308
Alantsilodendron_brevipes	69.75
Elatostema_urvilleanum	0
Mimosa_weddelliana	94.5455
Crotalaria_trifoliolata	130.75
Ficus_gracillima	195.75
Ononis_rosea	0
Acacia_auriculiformis	96.1183
Mimosa_polydidyma	120.312
Pyrus_pyraster	196.309
Platylobium_formosum	154.489
Quercus_vestita	98
Chamaecrista_desvauxii_var_mollissima	92.5
Betula_tianschanica	182.417
Lyonothamnus_floribundus	152.391
Genista_desoleana	264.34
Exostyles_amazonica	105.143
Amphithalea_speciosa	106.25
Gyrotaenia_microcarpa	249.1
Gouania_lupuloides	240.166
Ficus_chlamydocarpa	303.6
Cotoneaster_apiculatus	239.308
Acacia_oligoneura	96.4118
Lasiobema_penicillilobum	85
Lotononis_wilmsii	85.7297
Eriosema_latifolium	108
Mimosa_monticola_var_monticola	91.4231
Adesmia_emarginata	278.391
Astragalus_molybdenus_var_shultziorum	164.615
Sorbus_harrowiana	300.342
Vicia_benghalensis	179.191
Morus_tinctoria	0
Crataegus_rubribracteolata	165.514
Nothocnide_repanda	200.148
Lessertia_herbacea	106.564
Mimosa_goldmanii	144.352
Acacia_trineura	113.777
Zygia_palmana	249.286
Rosa_rosifolius	127
Gastrolobium_calycinum	60.6471
Acacia_argutifolia	51.1818
Neillia_serratisepala	325.784
Dalbergia_rostrata	0
Rhamnus_ilicifolia	105.905
Crotalaria_cornetii	83.3871
Maniltoa_lenticellata	145.864
Senna_italica	71.9723
Rubus_ourosepalus	108
Ulex_australis	83
Xanthophyllum_affine	167.571
Quercus_lineata	294.486
Artocarpus_rigidus	199.172
Chamaecrista_nictitans_var_aspera	0
Senna_artemisioides	53.24
Rubus_allegeniensis	0
Grazielodendron_rio-docensis	139.214
Amphithalea_pageae	108.625
Taverniera_multinoda	306.231
Gymnostoma_webbianum	171.167
Abarema_floribunda	139.957
Astragalus_shiroumensis	383.806
Vachellia_pringlei	89
Neillia_thyrsiflora	364.904
Tephrosia_nitens	208.316
Ficus_cremersii	88.5714
Pilea_stapfiana	251.667
Tachigali_melanocarpa	45
Elatostema_yaoshanense	93.6667
Mimosa_andina	238.091
Otholobium_mexicanum	333.15
Betula_ermanii	398.758
Dalea_lachnostachya	81.5
Ficus_cordata	81.8323
Galactia_marginalis	57
Alchemilla_vulgaris	399.528
Prunus_spinulosa	167.436
Apoplanesia_reticulata	66.5
Fragaria_vesca	330.508
Rafnia_elliptica	29.5
Indigofera_scabrida	177.105
Senna_morongii	52
Havardia_pallens	89.4286
Morus_serrata	200.583
Vachellia_ruddiae	269.333
Acacia_axillaris	133.76
Copaifera_luetzelburgii	96.2174
Naucleopsis_macrophylla	107
Polygala_ceciliana	101.545
Zehneria_cissybium	200
Prunus_sphaerocarpa	133.667
Astragalus_caspicus	113
Pultenaea_juniperina	182.527
Pseudolmedia_macrophylla	147.233
Begonia_cardiocarpa	282.814
Frangula_ulei	254.5
Baphia_wollastonii	185.19
Centrosema_unifoliatum	242.4
Ateleia_salicifolia	108
Copaifera_officinalis	119.727
Astragalus_parnassi	66
Hoffmannseggia_aphylla	200.125
Coriaria_sarmentosa	377.766
Geum_macrophyllum	253.722
Senegalia_kuhlmannii	108.333
Poiretia_punctata	119.75
Scyphosyce_manniana	148.857
Pterocarpus_rohrii	172
Pteromonnina_linearifolia	78.5
Dalbergia_velutina	187.944
Lonchocarpus_yucatanensis	293.422
Begonia_symsanguinea	299.833
Trigonella_kotschyi	93.25
Rubus_kinashii	158.5
Bauhinia_malacotricha	55.5
Pultenaea_echinula	137.881
Elatostema_sinuatum	186.833
Dioclea_marginata	68.4667
Tetrapterocarpon_geayi	95.1262
Mimosa_pyrenea	111.238
Hymenaea_reticulata	117.238
Leobordea_foliosa	108.972
Canavalia_africana	100.684
Ficus_odorata	217.5
Intsia_bijuga_var_bijuga	171
Astragalus_diphacus	127.045
Zizyphus_obtusifolia	62.4
Gastrolobium_dilatatum	0
Rhynchosia_glandulosus	0
Hoffmannseggia_microphylla	50.2353
Crotalaria_arushae	154
Rubus_briareus	192
Desmodium_leiocarpum	141.69
Acaciella_angustissima_var_filicioides	100
Fragaria_nipponica	329.876
Artocarpus_hirsutus	177.333
Abarema_longipedunculata	168.625
Mimosa_ceratonia	189.431
Piptadenia_schumannii	176.5
Macroptilium_erythroloma	158.672
Begonia_cuatrecasana	264.857
Crataegus_atrorubens	0
Astragalus_neopodlechii	90
Chamaecrista_rigidifolia	110.409
Astragalus_eastwoodae	47.5
Acacia_lycopodiifolia	70.458
Crataegus_×sorbifolia	152.5
Ficus_beccarii	279.429
Argyrolobium_zanonii	149.342
Eriosema_monticola	205.167
Lupinus_argenteus_var_fulvomaculatus	80
Sibbaldia_micropetala	224.255
Sorbus_leighensis	192
Alchemilla_pedata	264.844
Millettia_mannii	149.592
Condalia_lycioides	87.0909
Sanguisorba_stipulata	138.667
Tachigali_barnebyi	54.5
Crotalaria_balbi	145.2
Boehmeria_ourantha	234
Albizia_altissima	169.956
Alnus_trabeculosa	184.965
Urtica_thunbergiana	235.756
Rosa_haemisphaerica	0
Acacia_flocktoniae	143.525
Polygala_bryoides	148.897
Schrankia_roemeriana	57.3333
Naucleopsis_imitans	140.849
Hypocalyptus_oxalidifolius	136.214
Senna_sophera	239.542
Amelanchier_denticulata	131.529
Senna_artemisioides_nothosubsp_sturtii	23
Indigofera_rautanenii	22.5
Seyrigia_humbertii	76.5714
Psoralea_restioides	135.082
Acacia_lachnophylla	58.2551
Indigastrum_fastigiatum	0
Symbegonia_papuana	0
Crotalaria_manongarivensis	177.938
Hedysarum_kumaonense	181.714
Galactia_volubilis	153
Aspalathus_cuspidata	84.9643
Elaeagnus_pallidiflora	196.75
Begonia_steyermarkii	195.583
Genista_tournefortii	168.135
Coussapoa_magnifolia	0
Mastersia_assamica	310.667
Prunus_tangutica	192
Baptisia_nuttalliana	72.8687
Gilbertiodendron_limba	226.851
Inga_fosteriana	143.875
Tephrosia_guayameoensis	92.5
Inga_tocacheana	215.2
Ziziphus_yucatanensis	370.833
Lotus_jacobaeus	80.5
Crataegus_macrosperma	218.695
Polygala_densifolia	143.621
Indigofera_colutea_var_colutea	0
Astragalus_commixtus	0
Acacia_basedowii	61.5308
Cotoneaster_alaunicus	270.286
Senegalia_praecox	111.57
Quercus_kerrii	180.898
Prunus_padus	343.433
Vicia_variabilis	64.5
Castanopsis_hystrix	262.114
Rubus_dolichocephalus	95.5
Crataegus_iracunda	88.5405
Aspalathus_verbasciformis	117.125
Millettia_pachycarpa	204.125
Quercus_nuttallii	49
Maackia_floribunda	199.273
Erythrostemon_phyllanthoides	104.286
Astragalus_lasiosemius	203.441
Pilea_swinglei	175.619
Astragalus_spatulatus	0
Dillwynia_uncinata	64
Elatostema_heterophyllum	274.5
Swartzia_trianae	163.075
Rubus_hadrocarpus	197.8
Polygala_tamariscea	104.688
Pyrus_taiwanensis	0
Inga_densiflora	62
Mucuna_birdwoodiana	139.241
Ramirezella_lozanii	160
Begonia_cleopatrae	141
Lupinus_leucophyllus	145.377
Acacia_retinodes	99.4356
Begonia_jenmanii	151.3
Cojoba_sophorocarpa	290.213
Zapoteca_caracasana	195.25
Inga_alata	172.535
Potentilla_meyeri	182.833
Ficus_altissima	186.307
Astragalus_diphtherites	88.25
Fagus_orientalis	256.711
Ulex_minor	201.38
Astragalus_oöcalycis	77.3333
Callerya_pilipes	162.75
Aeschynomene_megalophylla	182.579
Detarium_microcarpum	84.8708
Baphiastrum_brachycarpum	131.792
Lithocarpus_sericobalanus	106.333
Pilea_costata	239.5
Potentilla_fruticosa	271.898
Condalia_fasciculata	127.097
Grona_trichostachya	84.3968
Zehneria_thwaitesii	124.5
Dioclea_holtiana	136.333
Mimosa_obstrigosa	147.938
Trifolium_brandegeei	160
Ziziphus_mairei	0
Begonia_bolleana	155.25
Macrolobium_schinifolium	129.5
Acaena_integerrima	179.5
Schnella_hirsutissima	85.5
Lupinus_diffusus	629.121
Astragalus_syriacus	259.222
Oxytropis_glabra	134
Acacia_arrecta	57.075
Ficus_warburgii	181.167
Crotalaria_leptoclada	72.0769
Alchemilla_fulvescens	147.667
Acacia_alocophylla	19
Abarema_alexandri	194.75
Ebenus_laguroides	144.143
Lysiloma_heterophylla	58.5
Dysolobium_pilosum	81.5
Adesmia_phylloidea	175
Vicia_patricii	41.5
Quercus_brenesii	344.636
Calliandra_dysantha	111.343
Muellera_campestris	175.25
Trifolium_fragiferum_var_fragiferum	109.5
Potentilla_micrantha	245.996
Crataegus_jonesae	152.886
Spiraea_mongolica	225.31
Prunus_marsupialis	211.286
Ateleia_guaraya	107.783
Swartzia_cubensis_var_nicaraguensis	175.2
Astragalus_carduchorum	104
Senna_saeri	144.375
Phenax_mexicanus	366.599
Chamaecrista_falcinella	126.412
Inga_hintoni	244.5
Dalbergia_bequaerti	20
Castanopsis_armata	212.909
Sorbus_velutina	311.5
Astragalus_nivalis	234.387
Quercus_pumila	506.586
Cotoneaster_hissaricus	90
Prunus_arabica	103.96
Leobordea_pulchra	0
Astragalus_pardalinus	62.0769
Acacia_distans	59.92
Parkia_barnebyana	86
Quercus_setulosa	171.692
Zornia_intecta	58.5
Sicyos_mawhai	184.5
Spyridium_scortechinii	160.169
Quercus_×jahandiezii	68.5
Chamaecrista_glandulosa_var_mirabilis	0
Senegalia_lewisii	61
Trifolium_decorum	193.655
Tephrosia_angustissima	0
Begonia_media	313.938
Cladrastis_sikokiana	271.095
Gastrolobium_ebracteolatum	59.6667
Astragalus_serenoi	68.1167
Chamaemespilus_alpina	226.5
Potentilla_angustiloba	0
Zapoteca_mollis	269.1
Chamaecrista_hispidula	274
Abrus_praecatorius	82.5
Indigofera_podophylla	84.4545
Abarema_glauca	279.25
Rosa_nanothamnus	136
Trifolium_tumens	191.697
Quercus_obtusata	216.846
Psiguria_warscewiczii	268.323
Pithecellobium_diversifolium	88.7823
Rubus_flagelliflorus	130.2
Senna_holwayana	163.543
Berlinia_occidentalis	144.66
Ficus_calimana	292
Pithecellobium_furcatum	203.6
Muellera_sericea	53
Pterocarpus_michelianus	179.115
Crotalaria_nana	114
Lupinus_albifrons_var_douglasii	122.25
Inga_umbellifera	170.446
Dalbergia_ovata	119.8
Ormocarpum_pubescens	121.286
Cladrastis_kentukea	49
Millettia_vatkei	113
Rhamnus_spathulifolia	40.5
Apios_americana	66
Rhamnus_nigricans	161.4
Diphysa_puberulenta	185.417
Acacia_genistifolia	0
Ficus_edelfeltii	230.4
Ormocarpopsis_nitida	137
Oxytropis_ammophila	200
Dicymbe_duidae	71
Lonchocarpus_capassa	83.7399
Genista_corsica	191.218
Vicia_tomentosa	0
Brosimum_gentlei	128
Senna_undulata	241.147
Celtis_vandervoetiana	150.235
Leucaena_retusa	116.372
Crotalaria_morumbensis	77.5
Hymenaea_martiana	102.081
Monnina_malmeana	81.8
Listia_angolensis	115.714
Xiphotheca_guthriei	110.45
Aspalathus_microphylla	131.268
Umtiza_listeriana	120.667
Acacia_phlebopetala	60.2889
Malus_toringo	186.667
Lithocarpus_spicatus	390.5
Ormosia_monosperma	314.8
Quercus_myrsinifolia	212.296
Alchemilla_indivisa	205.778
Acacia_quadrisulcata	48.5
Crotalaria_purshii	105.5
Mimosa_setosissima	118
Cojoba_sophorocarpa	159.667
Clitoria_dendrina	135.432
Elaeagnus_difficilis	144.031
Chamaecrista_cinerascens	139
Vicia_anatolica	150.551
Austrosteenisia_blackii	165.064
Crudia_glaberrima	189.667
Baphia_chrysophylla	76
Adenodolichos_punctatus	75.8537
Cotoneaster_henryanus	160.7
Nothofagus_solanderi	105
Rubus_geniculatus	220.266
Pilea_baurii	53.5
Begonia_juntasensis	218.372
Lithocarpus_formosanus	186.346
Caragana_microphylla	165.16
Andira_praecox	124.5
Pueraria_montana_var_lobata	178.026
Rosa_arvensis	238.629
Galactia_eggersii	0
Ulmus_procera	86
Pictetia_marginata	145.8
Sanguisorba_lateriflora	133.083
Marah_watsonii	108.013
Indigofera_incompta	259
Indigofera_nummulariifolia	85.4195
Ziziphus_hamur	92
Callerya_eurybotrya	157.286
Ficus_semicordata	265.5
Mimosa_torresiae	129.909
Senna_garrettiana	118.667
Desmodium_orbiculare	172.004
Filipendula_angustiloba	186.25
Sarcodum_scandens	178.5
Astragalus_maabudii	74
Sesbania_campylocarpa	43.9024
Castanea_ozarkensis	108.13
Begonia_killipiana	403
Lithocarpus_jacobsii	151
Polygala_macrostigma	130.5
Diclidanthera_penduliflora	138.047
Camptosema_tomentosum	126.738
Lupinus_gredensis	95
Peltophorum_voguelianum	0
Dorstenia_buchananii	65.25
Aphanes_pusilla	71.5
Cynometra_marginata	122.568
Pilea_pichisana	220.5
Astragalus_cronquistii	50.4074
Eureiandra_fasciculata	101.182
Neptunia_prostrata	207.5
Alchemilla_bipinnatifida	215
Indigofera_vohemarensis	116.134
Aspalathus_acanthoclada	99.5714
Onobrychis_echidna	169.714
Condalia_ericoides	104.579
Polygala_brachytropis	0
Astragalus_pallescens	252.067
Pseudopiptadenia_warmingii	0
Cecropia_angustifolia	320.67
Phanera_yunnanensis	212.5
Geoffraea_decorticans	0
Grona_styracifolia	169.485
Sorbus_sitchensis	336.663
Astragalus_gombo	53.5556
Machaerium_seemanni	226.6
Polygala_brachysepala	201.3
Urtica_platyphylla	385.573
Dalhousiea_bracteata	264.5
Urtica_sykesii	311.407
Lotus_glaucus	249.714
Indigofera_cavallii	57
Betula_rezniczenkoana	64.5
Parkia_platycephala	97.9762
Aspalathus_aristifolia	87.9333
Plathymenia_reticulata	113.562
Adesmia_digitata	84.3333
Macrosamanea_duckei	113.578
Rubus_sundaicus	148
Dunbaria_incana	149.625
Tephrosia_mohrii	161.636
Ficus_infectoria	200.5
Aphanocalyx_djumaensis	142.645
Lathyrus_laxiflorus_subsp_laxiflorus	64.5
Elatostema_integrifolium	265.4
Desmanthus_pernambucanus	113.773
Lasiodiscus_fasciculiflorus	169.644
Alantsilodendron_ramosum	83
Lespedeza_gerardiana	207
Polygala_rosei	0
Astragalus_camptopus	72.7903
Elatostema_laciniatum	178.5
Prunus_myrtifolia	199.688
Corallocarpus_epigaeus	98.3
Senegalia_modesta	123.468
Rubus_platyphyllos	122
Dendrocnide_oblanceolata	217.385
Medicago_marina	185.061
Lithocarpus_bennettii	222.685
Trifolium_acaule	183.5
Lithocarpus_ewyckii	255.716
Lupinus_paraguariensis	165.5
Colubrina_cubensis	288.25
Conzattia_chiapensis	86.3333
Baphia_racemosa	124.722
Potentilla_vaillantii	205.567
Rubus_curtipes	184.267
Brachystegia_longifolia	44
Quercus_vaccinifolia	236.045
Lupinus_elegantulus	70.5
Pilea_trichosanthes	351.56
Xanthophyllum_fragrans	148.026
Vachellia_cookii	223.733
Ficus_prasinicarpa	254.95
Inga_marginata	202.598
Crotalaria_ulbrichiana	49.6
Broussonetia_kurzii	149.125
Cliffortia_cervicornu	111
Millettia_tanaensis	59
Mimosa_pigra	186.172
Begonia_multistaminea	0
Pilea_cushiensis	205.25
Biancaea_parviflora	80.5
Rubus_idaeopsis	201.348
Gouania_stipularis	199.492
Phaseolus_lunatus	257.263
Calliandra_umbellifera	54
Quercus_nitescens	86
Begonia_gardneri	57.5
Acanthocladus_santosii	76
Aphanes_arvensis	187.812
Lupinus_hintoniorum	145.875
Maraniona_lavinii	180
Astragalus_lentiginosus_var_diphysus	41
Phaseolus_zimapanensis	152.838
Quercus_neomairei	86.5
Trifolium_breweri	175.236
Xanthophyllum_ionanthum	78.5
Retama_dasycarpa	105.364
Dendrocnide_schlechteri	206.444
Laportea_violacea	124.444
Indigofera_setiflora	80.5405
Tephrosia_acaciifolia	31.5
Viguieranthus_glaber	133.538
Tephrosia_pondoensis	75.6667
Indigofera_verruculosa	103.933
Harpalyce_formosa	0
Chesneya_depressa	146.696
Dolichos_tenuicaulis	223.333
Dedea_apoense	329
Begonia_multinervia	289.865
Erythrina_longipes	177.803
Grona_adscendens	199.614
Sophora_fulvida	257.586
Rubus_multibracteatus	320.75
Eriosema_benthamianum	84.75
Ficus_mucuso	178.514
Alhagi_pseudalhagi	134.52
Alphitonia_oblata	144.533
Begonia_pengii	85
Crotalaria_fallax	50
Astragalus_recurvus	94.8378
Artocarpus_integra	0
Rosa_serafinii	270.938
Canavalia_cassidea	139.2
Gastrolobium_stowardii	42.2444
Lotus_angustissimus	137.857
Swainsona_recta	117.182
Mundulea_sericea_subsp_sericea	0
Rosa_hugonis	93
Alchemilla_glabra	415.396
Canavalia_nitida	282.529
Adenanthera_novo-guineensis	228.51
Elephantorrhiza_suffruticosa	63.4412
Vigna_trichocarpa	0
Polygala_caudata	148.75
Sorbus_folgneri	165.87
Tephrosia_virginiana	71
Lupinus_sellowianus	163.25
Liparia_parva	138.808
Begonia_annobonensis	246.571
Quercus_fusiformis	114.114
Berchemiella_berchemiifolia	215.16
Calliandra_bahiana	115.5
Oxytropis_lamberti	119.333
Artocarpus_reticulatus	0
Rosa_sherardii	476.307
Amphimas_ferrugineus	153.551
Aeschynomene_deamii	278.933
Senna_aciphylla	126.216
Prosopis_flexuosa	101.055
Gastrolobium_bilobum	103.803
Aphyllodium_biarticulatum	100.8
Lophocarpinia_aculeatifolia	95
Prunus_serrulata	176.504
Frangula_pinetorum	118.4
Crotalaria_argyrolobioides	106.111
Bauhinia_ungulata	153.862
Vachellia_haematoxylon	53.2727
Indigofera_colutea_var_colutea	120.125
Casuarina_muelleriana	32
Dalbergia_sissoo	146.365
Crotalaria_anthyllopsis	114.71
Melanobatus_michiganus	0
Quercus_borealis	188.692
Chamaecrista_floribunda	88.8
Astragalus_punctatus	82
Maclura_amboinensis	163
Berchemia_brachycarpa	101
Adenocarpus_desertorum	144.818
Sphenostylis_stenocarpa	124.5
Cliffortia_tenuis	107.9
Xanthophyllum_ellipticum	250.04
Ceanothus_divaricatus	88.5
Rubus_furnarius	549.161
Astragalus_eriostomus	43
Onobrychis_michauxii	142
Astragalus_striatiflorus	73.8214
Medicago_arvensis	172
Anthyllis_lotoides	64
Lathyrus_jepsonii_subsp_californicus	83.3333
Begonia_sikkimensis	220
Swainsona_coronillaefolia	0
Daviesia_suaveolens	132.671
Potentilla_subopaca	0
Celtis_mississippiensis	49.5
Dalea_trochilina	145.714
Sophora_godleyi	228.894
Lupinus_padre-crowleyi	135.824
Medicago_tenoreana	164.357
Celtis_bifida	122.92
Crotalaria_ballyi	69.6
Galactia_savannarum	0
Juglans_boliviana	201.118
Rosa_standleyi	48
Vicia_amoena	243.246
Alchemilla_leptoclada	390.75
Astragalus_adpressipilosus	166
Celtis_timorensis	194.259
Elaeagnus_umbellata	225.528
Polygala_moquiniana	196.083
Hosackia_chihuahuana	0
Eriosema_gunniae	106.227
Coursetia_hassleri	115.526
Cliffortia_arcuata	141.273
Emmenosperma_micropetalum	152.333
Prosopis_juliflora	0
Gastrolobium_reflexum	37.5185
Indigofera_denudata	132.917
Psorothamnus_arborescens	51.6706
Astragalus_solandri	136.333
Cotoneaster_affinis	194.222
Cecropia_distachya	148.282
Indigofera_heterantha	153.35
Acacia_rivalis	74.2956
Ophrestia_radicosa	121.833
Boehmeria_biloba	200.234
Astragalus_cruckshanksii	156
Ivesia_sericoleuca	185.957
Urtica_dioica	293.648
Albizia_occidentalis	105.75
Momordica_rostrata	86.4167
Neptunia_javanica	90.75
Alchemilla_pubescens	122.5
Berlinia_confusa	174.902
Hemsleya_amabilis	155.25
Lupinus_variicolor	0
Acacia_shirleyi	59.9722
Quercus_chrysolepis	125.488
Browneopsis_disepala	198.385
Luffa_echinata	77.6111
Adenanthera_pavonina	158.169
Pteropepon_parodii	169.231
Hydrochorea_acreana	48.5
Cucurbita_ficifolia	182.032
Pearsonia_sessilifolia_subsp_filifolia	67.5
Aeschynomene_pseudoglabrescens	59.5
Schnella_glabra	0
Polygala_phoenicistes	66.5
Vachellia_hockii	110.59
Psorothamnus_arborescens	0
Sanguisorba_albiflora	405.25
Dichrostachys_tenuifolia	157.818
Caragana_densa	263.688
Sesbania_longifolia	128.667
Dalbergia_florifera	20
Astragalus_stevenianus_subsp_jodostachys	169
Mimosa_deceptrix	0
Hovea_planifolia	111.223
Trifolium_brandegei	187.429
Coriaria_ruscifolia	329.581
Chamaecrista_coradinii	91.5455
Archidendropsis_basaltica	62.6977
Bauhinia_madagascariensis	105.846
Polygala_cneorum	208.4
Acacia_orites	215
Rubus_glivicensis	155.475
Lithocarpus_irwinii	74.5
Crotalaria_pygmaea	36
Baphia_macrocalyx	93.0833
Mimosa_candollei	136.5
Rhynchosia_reticulata	219.266
Myrocarpus_fastigiatus	136.853
Cassia_afrofistula	104.962
Bauhinia_subrotundifolia	185.955
Geum_rivale	345.501
Stranvaesia_oblanceolata	138
Rhynchosia_aurea	68.25
Genista_maderensis	311
Tachigali_paraensis	177.25
Tetraglochin_cristatum	142.265
Begonia_antongilensis	171.9
Clitoria_sagotii	81.3333
Lupinus_lutens	61
Nothofagus_fusca	333.459
Cassia_callosa	111
Carya_cathayensis	137.083
Peltogyne_venosa_subsp_densiflora	97.6667
Hedysarum_manaslense	222.111
Mucuna_sumbawensis	76
Astragalus_varius	274.657
Trifolium_longipes_var_reflexum	86.5
Inga_disticha	124.231
Quercus_muhlenbergii	162.84
Geum_pentapetalum	453.704
Karwinskia_subcordata	141.188
Inga_saltensis	135.175
Astragalus_glaucacanthos	66.6667
Lachemilla_jamesonii	192.5
Begonia_biflora	131.5
Arachis_benensis	106.375
Cladrastis_delavayi	73.5
Lotus_glinoides	139.457
Senna_acanthoclada	101.5
Derris_canarensis	116.5
Rosa_cymosa	145.291
Bauhinia_conwayi	0
Rubus_frambaesianus	223.75
Albizia_chinensis	61
Argyrolobium_zanonii	75
Pilea_jamesoniana	304.154
Ficus_rhizophoriphylla	160
Canavalia_rosea	114.5
Dendrocnide_microstigma	207.786
Inga_leptantha	0
Sanguisorba_cretica	162.333
Frangula_capreifolia	248.046
Lupinus_varicaulis	232
Mimosa_calliandroides	59.5
Cucurbita_foetidissima	101.464
Nothofagus_pullei	289.8
Mimosa_bimucronata	169.466
Ficus_burretiana	98
Phylica_natalensis	119
Hoffmannseggia_drummondii	97.8095
Polygala_gayii	124.667
Senna_bicapsularis	206.785
Waldsteinia_idahoensis	83
Cliffortia_virgata	135.84
Kotschya_uguenensis	150.037
Indigofera_lespedezioides	83.5
Begonia_calvescens	129.5
Chamaecrista_filicifolia	107.342
Mimosa_lactifera	49
Crotalaria_velutina	126.333
Archidendron_oppositum	142.5
Ficus_porrecta	0
Gastrolobium_praemorsum	82.1102
Berchemia_sinica	145.969
Fevillea_cordifolia	208.164
Elatostema_sublineare	129.143
Cassia_bakeriana	135.25
Potentilla_peirsonii	48
Vachellia_origena	126.25
Hovea_trisperma	91.6015
Acacia_chrysotricha	145.667
Sorocea_trophoides	348.766
Genista_radiata	284.31
Acacia_alata	88.23
Ficus_kuchinensis	113.667
Galactia_jussiaeana	117.004
Astragalus_wagneri	106
Vicia_microphylla	52
Rhamnus_persica	79.2857
Vicia_melanops	160.234
Ottleya_strigosa	41.5
Cassia_arereh	105.667
Betula_ashburneri	91.5
Aeschynomene_gracilipes	249.25
Coursetia_fruticosa	0
Senegalia_lowei	87.5
Cowania_plicata	106.25
Guibourtia_tessmannii	155.966
Acacia_atkinsiana	56.5584
Phaseolus_teulensis	68
Tachigali_colombiana	267
Nothofagus_stylosa	323.5
Salomonia_ciliata	205.071
Crumenaria_choretroides	53.5
Begonia_stictopoda	238.929
Vachellia_cornigera	0
Pilea_reticulata	124.5
Cenostigma_nordestinum	87.9444
Astragalus_sericoleucus	76.5
Hylodesmum_repandum	331.959
Astragalus_gormanii	129.5
Crotalaria_micans	200
Vachellia_schaffneri	0
Nothofagus_dombeyi	378.657
Acacia_wiseana	56.3626
Ficus_colubrinae	272.046
Mimosa_hapaloclada	93
Monnina_stenophylla	142.818
Alnus_nitida	163.133
Poecilanthe_itapuana	132.667
Lotus_glareosus	189.275
Mimosa_pilulifera_var_pseudincana	171.5
Cercocarpus_ledifolius	151.555
Sorbus_vexans	247.6
Derris_cuneifolia	90
Alhagi_maurorum_subsp_canescens	58.6667
Synardisia_venosa	85
Potentilla_cryptophila	133.333
Lotus_mlanjeanus	220.182
Acacia_acuminata_subsp_burkitii	58.1952
Astragalus_onobrychis	238.644
Aspalathus_comptonii	63
Lathyrus_laevigatus	340.391
Hedysarum_micropterum	92.8571
Phanera_stipularis	207.304
Comarum_palustre	374.921
Andira_fraxinifolia	164.351
Melothria_perpusilla	207.25
Gleditsia_triacanthos	156.265
Prunus_gracilis	82.7231
Rubus_schlechtendalii	285.518
Potentilla_argentea	332.949
Phylica_nigrita	114.458
Potentilla_gorodkovii	308
Ficus_involuta	116
Sorbus_dumosa	103.5
Anarthrophyllum_macrophyllum	86.9
Oxytropis_pilosa	283.182
Acacia_flavipila	42.7759
Schnella_porphyrotricha	69.5
Ziziphus_oxyphylla	135.643
Mimosa_guatemalensis	177.205
Lathyrus_palustris	77
Ficus_obscura	249.18
Astragalus_centralis	42
Acacia_jonesii	131.348
Trifolium_philistaeum	124.235
Pediomelum_californicum	94.6048
Aeschynomene_egena	48
Astragalus_fastidius	82.6857
Gouania_ulmifolia	182.075
Canavalia_palmeri	209.2
Malus_sieversii	175.075
Discaria_australis	136.5
Dalbergia_tucurensis	257.135
Trichosanthes_laceribracteata	0
Almaleea_paludosa	160.22
Leptolobium_elegans	126.114
Swartzia_santanderensis	120.333
Abarema_josephi	216.5
Lonchocarpus_robustus	218.167
Medicago_murex	152.385
Amphithalea_williamsonii	120
Eriobotrya_poilanei	0
Ficus_rivularis	195.833
Lithocarpus_turbinatus	352.4
Astragalus_haarbachii	0
Indigofera_baileyi	64.5
Trifolium_rytidosemium	152.667
Ceanothus_lanuginosus	132.8
Chamaecrista_scabra	103.92
Rosa_pricei	385.08
Lachemilla_llanganatensis	457.571
Acacia_caesariata	35.6667
Swartzia_colombiana	0
Eriosema_simplicifolium	134.005
Tephrosia_grandiflora	131.186
Pourouma_isophlebia	82.5
Swartzia_benthamiana	136.352
Astragalus_pseudoamygdalinus	82
Eriobotrya_bengalensis	235.552
