Species	Index
Lupinus_sabinianus	0.40813
Chamaecrista_secunda	1.03897
Inga_bourgonii	1.52307
Dorstenia_convexa	0.733289
Rosa_intermedia	0
Cassia_burttii	0.742599
Rubus_pallidus	1.20865
Phaseolus_chiapasanus	0.939446
Dalea_cylindrica	0.470029
Anthyllis_aurea	0.878204
Cucumis_hystrix	0.850682
Trifolium_ligusticum	1.18574
Ruthalicia_eglandulosa	1.10372
Crataegus_rivuloadamensis	0.520993
Mimosa_affinis	0.63891
Trifolium_wormskioldii_var_arizonicum	0.194227
Begonia_ornithocarpa	0.704585
Ficus_porphyrochaete	1.74715
Derris_cumingii	1.67536
Acacia_oraria	0.913311
Eriosema_rhodesicum	0.535947
Alnus_tenuifolia	0.459873
Pearsonia_metallifera	0.373288
Pyrus_torminalis	0.992048
Hemsleya_turbinata	0.362146
Quercus_trojana	0.751902
Oddoniodendron_normandii	1.09873
Machaerium_cobanense	1.55068
Begonia_foliosa	1.39744
Crudia_gabonensis	1.21146
Trymalium_elachophyllum	0.276943
Crotalaria_globosa	0.219496
Tephrosia_leucantha	0.421819
Machaerium_goudoti	0.572615
Astragalus_prusianus	0.541317
Celtis_tala	0.680378
Pachyrhizus_ahipa	0.205172
Begonia_taiwaniana	2.42777
Baphia_abyssinica	0.682383
Inga_standleyi	0.795541
Brachystegia_stipulata	0.625397
Lupinus_argenteus	0.514929
Rytidostylis_gracilis	1.13827
Pueraria_alopecuroides	0.746153
Lupinus_ballianus	0.583662
Polyclathra_cucumerina	0.956721
Desmanthus_painteri	0.298308
Inga_nobilis_subsp_quaternata	0.95692
Zygia_nubigena	0.889677
Senna_hamersleyensis	0.160667
Artocarpus_fretissii	1.48612
Dalea_dorycnoides	0.196443
Chamaerhodos_nuttallii	0.461705
Lathyrus_malosanus	0
Prunus_cortapico	0.299999
Quercus_neoashei	0.279509
Morella_californica	0.671182
Rosa_majalis	1.31541
Harleyodendron_unifoliolatum	1.44198
Lessertia_fruticosa	0
Cynometra_copelandii	1.28385
Canavalia_matudae	0.838301
Parkia_lutea	1.09926
Spiraea_salicifolia	1.31481
Oxytropis_mollis	0.424052
Swainsona_formosa	0.170869
Geum_canadense	0.969522
Campsiandra_angustifolia	1.50702
Lithocarpus_andersonii	1.83033
Rubus_subornatus	0.937141
Oxytropis_arctica	0.817236
Dorstenia_grazielae	1.05444
Rubus_heterosepalus	1.38546
Begonia_oaxacana	1.61301
Chesneya_astragalina	0.0614843
Crataegus_prona	0.936277
Pultenaea_ochreata	0.653552
Ateleia_gummifera	0.79724
Acmispon_junceus	0.505448
Ficus_heterophylla	1.36141
Ceanothus_sanguineus	1.01702
Ptycholobium_contortum	0.271075
Vicia_lutea	0.802904
Ceanothus_purpureus	0.644389
Begonia_pustulata	1.64217
Uribea_tamarindoides	1.40143
Melolobium_calycinum	0.313839
Trifolium_tomentosum	0.663769
Dioclea_violacea	0.900651
Dalea_purpurea	0.702413
Marina_sarodes	0.339944
Xanthophyllum_eurhynchum	1.57225
Xanthophyllum_rufum	1.75675
Hylodesmum_podocarpum	1.74389
Mimosa_colombiana	1.59127
Senegalia_torta	1.21429
Dalea_obovata	0.446545
Euchresta_formosana	2.63908
Acacia_subtessarogona	0.137748
Crotalaria_prolongata	0.462845
Begonia_tenuifolia	1.69344
Dialium_lopense	1.09045
Lespedeza_thunbergii_subsp_formosa	1.66757
Frangula_goudotiana	1.27487
Celtis_smallii	0.653917
Senna_pistaciifolia_var_picta	0.13254
Templetonia_hookeri	0.492103
Castanopsis_evansii	1.58
Thladiantha_grandisepala	0.889134
Gleditsia_caspica	0.56803
Elatostema_umbellatum	1.84911
Acacia_filifolia	0.224462
Ziziphus_djamuensis	1.57712
Astragalus_algerianus	0.123517
Copaifera_aromatica	1.45328
Mimosa_strobiliflora	1.03713
Indigofera_squalida	0.48714
Indigofera_hewittii	0.356579
Astragalus_atratus_var_owyheensis	0.155591
Rubus_angustifolius	1.09576
Ziziphus_acutifolia	0.566615
Boehmeria_pannosa	1.78103
Crataegus_turcomanica	0.527744
Monnina_alatodrupacea	0.957619
Senna_appendiculata	0.464571
Ficus_bataanensis	1.88026
Peltogyne_venosa	1.4272
Balizia_elegans	1.67755
Crataegus_depilis	0.475235
Acacia_truncata	0.340025
Indigofera_blaiseae	0.363847
Erythrostemon_placidus	0.118025
Ophrestia_madagascariensis	0.852777
Dalbergia_stevensonii	1.66964
Acacia_quornensis	0.272428
Cenostigma_gaumeri	0.680654
Calopogonium_velutinum	1.04294
Crudia_reticulata	1.64827
Quercus_alnifolia	0.780957
Eriosema_vanderysti	0.319195
Cicer_isauricum	0.40668
Indigofera_declinata	0.370137
Swartzia_remiger	0.898494
Begonia_edmundoi	1.31624
Ficus_aurea	1.16606
Callerya_dasyphylla	1.90905
Machaerium_froesii	1.32309
Ficus_deltoidea	2.07479
Lupinus_hintonii	0.39504
Leucosyke_nivea	0
Desmodium_obtusum	0.934669
Indigofera_elwakensis	0.151387
Chamaecrista_tenuicaulis	0.747587
Stryphnodendron_polystachyum	1.27168
Marina_scopa	0.674352
Gastrolobium_coriaceum	0.152644
Adesmia_pumila	0.107073
Dalbergia_gracilis	0.994506
Prunus_petraea	0.595371
Elatostema_flavovirens	1.38483
Pilea_rufescens	0.861234
Coussapoa_purpusii	1.17218
Alchemilla_demissa	1.98757
Astragalus_pseudomegalomerus	0.374169
Cyclanthera_tamnoides	0.640828
Lithocarpus_woodii	2.05652
Phylica_litoralis	0.49938
Dichilus_strictus	0.555311
Oreocnide_pedunculata	2.59026
Ononis_christii	0.0948398
Castanea_tungurrut	1.37565
Acacia_meiantha	0.757401
Rhamnus_tangutica	0.63201
Cryptandra_pungens	0.350457
Genista_aspalathoides	0.425846
Senna_bracteosa	0.327682
Vavilovia_formosa	0.902
Rubus_smithii	1.44017
Mimosa_hexandra	0.304712
Hardwickia_binata	0.633006
Carpinus_tientaiensis	0.832722
Indigofera_peltata	0.284912
Pediomelum_canescens	0.916331
Potentilla_glandulosa	0.778176
Baphia_pubescens	0.931046
Christia_obcordata	1.26225
Rubus_lepagei	0.662323
Frangula_granulosa	1.17334
Begonia_bangii	1.02407
Andira_marauensis	1.24137
Lagenaria_sphaerica	0.721106
Acacia_triquetra	0.434164
Discolobium_leptophyllum	0.762568
Ammopiptanthus_nanus	0.130675
Archidendron_ptenopum	1.73061
Begonia_dregei	0.795095
Castanea_ashei	0.502562
Caesalpinia_szechuenensis	0.632708
Indigofera_hendecaphylla_var_hendecaphylla	1.12763
Robinia_pseudoacacia	1.02357
Erichsenia_uncinata	0.215047
Robinia_hispida_var_nana	0.627775
Dalbergia_gilbertii	0.839655
Ficus_compressitora	1.33771
Droogmansia_pteropus	0.323655
Desmodium_polystachyum	0.645462
Calliandra_blanchetii	0.525596
Rosa_filipes	0.811539
Vicia_villosa	0.702511
Rubus_disjectus	0.762494
Phylica_nigromontana	0.267313
Crotalaria_dumosa	0.671047
Begonia_polyandra	1.21305
Trifolium_saxatile	2.35409
Mimosa_verrucosa	0.441366
Ormocarpum_keniense	0.311244
Dalea_grayi	0.341124
Ormosia_friburgensis	1.06667
Macrolobium_longipedicellatum	1.42538
Quercus_merrillii	1.49308
Chorizema_cytisoides	0.152644
Chamaecrista_rufa	1.00634
Acacia_wardellii	0.176219
Acaena_andina	0.156482
Rhamnus_erythroxylon	0.450497
Photinia_luzonensis	1.03884
Phaseolus_tuerckheimii	1.45438
Brongniartia_bracteolata	0.292276
Vicia_megalotropis	0.74801
Zygia_dinizii	1.5089
Calliandra_lepdopoda	0.240904
Quercus_impressa	0.213826
Gyrotaenia_trujilloana	0.475308
Trifolium_salmoneum	0.354715
Pultenaea_elliptica	0.783031
Eriosema_laurentii	1.14765
Astragalus_aboriginum	0.668054
Ophrestia_digitata	0.680163
Ficus_uniglandulosa	2.00479
Juglans_regia	1.31188
Zygia_trunciflora	1.3648
Nissolia_gentryi	0.350966
Poitea_glyciphylla	0.508058
Dalea_coerulea	0.86686
Quercus_prinoides	1.10147
Acacia_chrysocephala	0.363268
Senegalia_pseudointsia	1.62845
Zygia_basijuga	1.66364
Ziziphus_pubinervis	0.633668
Archidendron_tjendana	0.884275
Crataegus_incisa	0.466381
Adesmia_torcae	0.0650751
Cerasus_verecunda	0.689092
Fragaria_nubicola	1.25336
Rubus_tsangorum	1.29934
Senegalia_riparia	0.800166
Coccinia_trilobata	0.565596
Lithocarpus_lampadarius	1.90409
Mirbelia_dilatata	0.685139
Rubus_piluliferus	0.674891
Senegalia_gilliesii	0.0750407
Crotalaria_adamii	0.387692
Astragalus_gilensis	0.366145
Elateriopsis_spectabilis	1.74684
Trifolium_obscurum	0.561597
Indigastrum_fastigiatum	0.632
Elatostema_novae-britanniae	2.04052
Celtis_sinensis	1.67569
Sageretia_lucida	1.25296
Inga_pilosula	0.509021
Quercus_faxonii	0.778598
Astragalus_preussii	0.130512
Gynostemma_pedatum	0.846722
Alchemilla_mandoniana	0.932039
Millettia_dura	0.776756
Archidendron_sessile	0.848032
Pahudia_siamensis	0.295201
Astragalus_chehreganii	0.320543
Crataegus_arta	0.501263
Parasenegalia_skleroxyla	0.534951
Solena_amplexicaulis	1.4154
Kelseya_uniflora	0.478689
Dalbergia_entadoides	0.772523
Sibbaldia_pentaphylla	0.753791
Phanera_ornata_var_kerrii	0.914685
Aspalathus_candicans	0.311294
Castanopsis_costata	1.86045
Crotalaria_mitchelli	0.429168
Rubus_acanthophyllos	1.20787
Indigofera_galegoides	1.36992
Pyrus_floribunda	1.2166
Soleirolia_soleirolii	0.596509
Corynocarpus_laevigatus	1.51597
Cenostigma_pluviosum	0.652957
Rubus_passaviensis	1.06874
Zygia_biflora	1.96747
Lupinus_fulcratus	0.929152
Ulmus_villosa	0.791752
Brongniartia_inconstans	0.466884
Alfaroa_guanacastensis	1.76636
Dalea_melantha	0.370669
Polygala_mandonii	0.8458
Adesmia_longipes	1.1166
Calliandra_semisepulta	0.643985
Calliandra_rhodocephala	1.91226
Trema_micrantha	1.06293
Polygala_tricholopha	1.17698
Quercus_lowii	1.97883
Clitoria_juninensis	0.514846
Lupinus_rupestris	0.880633
Indigofera_ugandensis	0.7377
Elatostema_suzukii	1.03174
Begonia_militaris	1.58365
Astragalus_bungeanus	0.531085
Lupinus_revolutus	1.16665
Rubus_mollis	1.02836
Quercus_michauxii	1.00296
Dialium_kunstleri	1.74263
Maniltoa_floribunda	1.09961
Pilea_minguetii	0.3494
Senegalia_riparia	0.280123
Lupinus_subacaulis	0.15546
Astragalus_alopecurus	1.06922
Diptychandra_aurantiaca	0.773974
Senna_artemisioides_subsp_helmsii	0.146977
Gastrolobium_brownii	0.799384
Swartzia_leptopetala	0.827633
Acacia_sedifolia	0.219048
Decorsea_schlechteri	0.481919
Cerasus_yedoensis	0.906956
Alhagi_maurorum	0.314891
Malacomeles_nervosa	0.400044
Indigofera_platycarpa	0.515522
Leptosema_anomalum	0.225478
Dalbergia_florifera	0.535332
Peponium_caledonicum	0.403024
Aspalathus_willdenowiana	0.416919
Kalappia_celebica	1.40565
Dendrolobium_umbellatum	1.72819
Begonia_parilis	1.17059
Castanopsis_delavayi	0.861602
Cyclopia_burtonii	0.316711
Ficus_inaequifolia	1.36694
Phaseolus_macrolepis	1.34845
Mimosa_rupestris	0.580247
Gouania_wurdackii	1.26295
Quercus_crispipilis	0.925862
Quercus_conzattii	0.573552
Rhamnus_pilushanensis	3.29461
Senna_multijuga_var_verrucosa	0.308866
Erythrostemon_pannosus	0.0665408
Trophis_montana	1.07116
Vicia_pampicola	0.677939
Lysiphyllum_diptera	0.911211
Dimorphandra_davisii	1.25213
Bauhinia_picta 	0.587662
Prunus_fordiana	1.49835
Lupinus_oreganus_var_oreganus	0.611754
Lathyrus_vaniotii	0.993973
Adenodolichos_kaessneri	0.629638
Stylosanthes_tuberculata	0.763082
Astragalus_tricholobus	0.164977
Celtis_julianae	1.04317
Astragalus_eastwoodiae	0.239898
Chamaecrista_adiantifolia	1.6374
Adesmia_aegiceras	0.245933
Aspalathus_florifera	0.388524
Alnus_jorullenis	0.44891
Desmodiopsis_camplyocaulon	0.30262
Crataegus_baroussana	0.19888
Ficus_yoponensis	1.50548
Rubus_stimulifer	0.921176
Coursetia_chiapensis	0.422717
Desmodium_pachyrrhizum	0.682689
Inga_cayennensis	1.48606
Polygala_balduinii	0.92076
Luffa_graveolens	0.397975
Prosopis_alpataco	0.246431
Fagus_sylvatica	1.40966
Pultenaea_campbellii	0.32637
Asemeia_lindmaniana	0.488606
Cyclanthera_rostrata	0.686507
Begonia_burbidgei	1.99472
Ficus_albomaculata	1.23882
Phaseolus_xolocotzii	0.657193
Gouania_vitifolia	0.557667
Aspalathus_brevicarpa	0.302024
Pomaria_canescens	0.226941
Elatostema_stigmatosum	0.714415
Mimosa_diplotricha	1.00155
Parkinsonia_texana	0.349523
Pilea_johniana	1.62114
Astragalus_palenae	0.492186
Mimosa_tweedieana	0.648518
Photinia_oblongifolia	0.748526
Neillia_rubiflora	1.33811
Genista_tridens	0.711926
Astragalus_campylorhynchus	0.253164
Derris_pseudomarginata	0.65473
Crotalaria_polysperma	0.711198
Eriosema_grandiflorum	0.610544
Ficus_macropoda	0.870272
Galactia_laxiflora	0.457212
Crataegus_cordata	0.74272
Lupinus_argenteus_var_laxiflorus	0.140139
Sarcodum_scandens	0.749361
Indigofera_laxiracemosa	0.434428
Begonia_areolata	1.68918
Rhamnus_gilgiana	0.798088
Astragalus_psilocentros	0.629773
Mimosa_polyantha	0.478438
Lathyrus_mulkak	0.535123
Oxytropis_sericea	0.429747
Machaerium_macrophyllum	1.56517
Elatostema_bulbothrix	1.71681
Malus_sylvestris	1.74813
Cullen_corylifolium	0.739439
Rubus_chaerophyllus	0.989008
Glycyrrhiza_glabra	0.505145
Acacia_lysiphloia	0.282156
Alchemilla_hispidula	1.20131
Lithocarpus_confinis	0.892423
Acacia_grayana	0.27926
Bauhinia_brevicalyx	0.818629
Ficus_macrophylla	1.028
Ficus_ampelas	1.86388
Ficus_densifolia	1.4893
Lespedeza_homoloba	1.74965
Poikilospermum_tangaum	1.38039
Acacia_latipes	0.28951
Rubus_tabanimontanus	0.831133
Desmodium_painteri	0.501432
Malus_niedzwietkiand	0.555116
Phylica_strigosa	0.434237
Polygala_monosperma	0.965686
Gouania_humbertii	0.610333
Prunus_pullei	2.27513
Senna_chloroclada	0.37167
Muraltia_trinervia	0.426628
Lonchocarpus_oliganthus	1.88323
Crotalaria_craspedocarpa	0.811146
Machaerium_opacum	0.776849
Rubus_crassifolius	1.14367
Inga_calantha	0.702431
Potentilla_comosa	0.331347
Securidaca_ovalifolia	0.827332
Treculia_madagascarica	1.21499
Anisophyllea_pomifera	0.66292
Lupinus_splendens	0.734285
Trophis_chorizantha	0.884011
Pyrus_glabra	0.0790542
Paliurus_orientalis	0.679158
Bauhinia_tessmannii	0.94047
Onobrychis_argyrea	0.269425
Lupinus_argenteus_var_palmeri	0.37542
Daviesia_arthropoda	0.18277
Crotalaria_chirindae	0.72741
Senna_insularis	0.849038
Begonia_megalophyllaria	0.760152
Cicer_chorassanicum	0.308245
Astragalus_sanctus	0.0666677
Spiraea_decumbens	1.39283
Chamaecytisus_ruthenicus	0.806072
Argyrolobium_flaccidum	1.00037
Astragalus_kialensis	0.624505
Crataegus_almaatensis	0.898185
Rhynchosia_caaguazuensis	0.81062
Rhamnus_koraiensis	0.817136
Thladiantha_hookeri	0.988545
Psoralea_verrucosa	0.272194
Cyclanthera_jeffreyi	0.175219
Crotalaria_rufocaulis	0.249241
Schnella_umbriana	1.05805
Hodgsonia_heteroclita	1.29155
Zapoteca_gracilis	0.772125
Crotalaria_argenteotomentosa	0.676067
Crotalaria_grahamiana	0.709265
Castanopsis_rhamnifolia	1.68494
Acaena_caespitosa	0.522264
Adesmia_obscura	0.455245
Eriosema_tisserantii	0.763372
Momordica_trifoliolata	0.535462
Thladiantha_tonkinensis	0.700736
Astragalus_gilviflorus	0.171929
Swainsona_parviflora	0.581153
Cicer_bijugum	0.401151
Painteria_elachistophylla	0.343088
Quercus_platanoides	0.625212
Mucuna_mutisiana	1.57423
Phanera_bidentata	1.50685
Begonia_rhodochlamys	0.687407
Vigna_exilis	0.565058
Senegalia_parviceps	0.968786
Amorpha_schwerinii	0.90431
Lyonothamnus_mohavensis	0.273849
Pediomelum_mephiticum	0.119107
Indigofera_diphylla	0.146187
Ficus_donnell-smithii	1.57954
Acacia_continua	0.199642
Ficus_politoria	1.21315
Aeschynomene_portoricensis	0.631684
Campylotropis_pseudo-macrocarpa	0.595798
Ceanothus_bolensis	0.256124
Millettia_pinnata	1.66204
Senna_splendida	0.736817
Adesmia_bedwellii	0.0942058
Rubus_scaber	1.15875
Astragalus_umbraticus	1.37801
Otholobium_caffrum	0.578671
Urceodiscus_belensis	1.80896
Elizabetha_macrostachya	1.50517
Anadenanthera_peregrina	0.917573
Muellera_monilis	1.5469
Detarium_senegalensis	0.752492
Englerodendron_gabunense	1.08729
Lupinus_albifrons	0.598908
Rubus_doyonensis	0.795145
Artocarpus_anisophyllus	1.83792
Ficus_rieberiana	1.543
Lupinus_pusillus	0.244899
Reynosia_ekmanii	0.414979
Dichilus_gracilis	0.285858
Millettia_sericea	1.62027
Cotoneaster_acutifolia	0.437061
Sorbus_keissleri	1.1646
Bauhinia_pringlei	0.479425
Begonia_holtonis	1.68328
Pellionia_grijsii	1.27768
Muraltia_orbicularis	0.368971
Argyrolobium_ramosissimum	0.643296
Quercus_vexans	0.821894
Melolobium_adenodes	0.225275
Pultenaea_parviflora	0.647836
Phylica_lucida	0.478344
Lithocarpus_porcatus	1.5009
Senegalia_sulitii	1.09891
Quercus_robur	1.55304
Prunus_maritima	1.23777
Lupinus_latifolius_subsp_parishii	0.141916
Lupinus_killipianus	0.584858
Reynosia_krugii	1.18753
Reissekia_smilacina	1.05178
Ziziphus_subquinquenervia	1.14039
Sorbus_umbellata	0.870408
Canavalia_rosea	1.00955
Prunus_rufa	1.04733
Hemsleya_longicarpa	0.736668
Rhinotropis_lindheimeri	0.297713
Rubus_pergratus	0.953727
Maillardia_montana	0.932804
Elatostema_villosum	1.69356
Phanera_steenisii	1.52088
Recchia_connaroides	0.169325
Begonia_pedunculosa	1.68979
Vicia_argentea	2.05729
Desmodium_lupulinum	0.587708
Vigna_nigritia	0.813206
Laportea_mooreana	0.809617
Dalea_purpusi	0.0466162
Albizia_acle	0.870272
Lespedeza_texana	0.451801
Quercus_stenophylloides	3.08833
Trichosanthes_longispicata	1.22935
Acacia_bidentata	0.289441
Polygala_martiana	1.09677
Pilea_cephalophora	0.592941
Astragalus_sepultipes	0.320187
Crotalaria_purshii	0.866905
Comesperma_scoparium	0.252812
Pachyrrhizus_panamensis	0.645756
Potentilla_millefolia	0.646891
Chamaecrista_rotundifolia	0.831282
Urodon_capitatus	0.226117
Dasiphora_floribunda	1.11598
Millettia_richardiana	0.767711
Lespedeza_caraganae	0.521533
Bossiaea_armitii	0.661037
Angylocalyx_talbotii	1.34605
Hillebrandia_sandwicensis	1.0727
Urtica_subincisa	0.599733
Machaerium_lanceolatum	0.798828
Eriosema_psoraleoides	0.496746
Alfaroa_williamsii	1.70288
Siraitia_silomaradjae	0
Ziziphus_timoriensis	0.630535
Calliandra_concinna	0.370675
Potentilla_holmgrenii	0.177211
Lespedeza_japonica	1.62551
Crataegus_insolens	0.588703
Millettia_xylocarpa	0.914518
Astragalus_shortianus	0.375921
Vicia_tibetica	0.514292
Polygala_kilimandjarica	0.482967
Begonia_palmata	1.78641
Argyrolobium_frutescens	0.624666
Ficus_glareosa	0.85921
Gilbertiodendron_jongkindii	1.147
Medicago_minima	0.38701
Marah_fabacea	0.57169
Cologania_biloba	0.588041
Prunus_carolinae	0.662587
Mimosa_vilersii	0.907246
Rhamnus_schneideri	0.629969
Cotoneaster_horizontalis	1.33309
Archidendron_sabahense	1.10435
Calliandra_erubescens	0.587844
Astragalus_canadensis	0.786779
Acacia_burrowii	0.402476
Quercus_pringlei	0.329254
Elatostema_pseudocuspidatum	1.04745
Rubus_rhodanthus	0.549127
Dermatophyllum_arizonicum	0.189304
Begonia_aberrans	1.73695
Oxytropis_platonychia	0.555048
Boehmeria_bullata	1.57074
Acacia_nubica	0.205803
Chamaecrista_anceps	0.52809
Potentilla_kurdica	0.367785
Senegalia_merrillii	1.20751
Rubus_bellobatus	0.692485
Rubus_pseudo-acer	2.05096
Quercus_benthamii	1.52177
Abrus_roseus	0.869092
Celtis_pubescens	0.779848
Galactia_tashiroi	2.10425
Indigofera_ormocarpoides	0.673281
Crotalaria_pterocalyx	0.650896
Campylotropis_capillipes_subsp_prainii	0.578466
Calliandra_angustifolia	1.5947
Pilea_obetiifolia	1.49069
Piptadenia_adiantoides	0.915409
Erythrophleum_suaveolens	0.556833
Ficus_guizhouensis	1.23285
Pilea_supersedens	1.00767
Lathyrus_lanszwertii_var_tracyi	1.04228
Rhynchosia_schomburgkii	1.00131
Cliffortia_robusta	0.317461
Canavalia_bicarinata	1.24175
Rhynchosia_longiracemosa	1.32216
Hoita_macrostachya	0.520586
Karwinskia_mollis	0.368271
Melothria_campestris	0.952854
Anthyllis_dillenii	0.648198
Crotalaria_subtilis	0.244817
Pilea_hilariana	1.36485
Ceratosanthes_tuberosa	0.221014
Eremosparton_aphyllum	0.34063
Alchemilla_?	0.771698
Pygeum_preslii	1.50733
Dalea_similis	0.79242
Gliricidia_robusta	0.730129
Cucumis_insignis	0.174423
Zygia_unifoliata	0.660688
Sorbus_vilmorinii	0.907675
Aeschynomene_mollicula	0.551151
Dialium_pentandrum	0.875616
Hicoria_borealis	0.472237
Spiraea_papillosa	0.753061
Cytisus_cantabricus	1.20376
Laportea_interrupta	1.11242
Aspalathus_linearis	0.345253
Prinsepia_uniflora	0.501452
Crataegus_harbisonii	0.949391
Muraltia_mutabilis	0.499054
Vachellia_hindsii	0.576813
Serianthes_gigalobium	0.986963
Alchemilla_glomerulans	2.20732
Quercus_acrodonta	0.854041
Ficus_goiana	0.76149
Mimosa_lanata	0.639598
Argyrolobium_lunare_subsp_sericeum	0.535647
Mimosa_glycyrrhizoides	0.652609
Pilogyne_tenuispica	0.482754
Canavalia_molokaiensis	0.553345
Senna_reticulata	0.806181
Prunus_salicina	1.01935
Mimosa_quadrivalvis_var_nuttallii	0.852686
Rubus_hemigoniophylloides	0.574525
Lupinus_montanus	0.989101
Ficus_kanukuensis	0.521841
Begonia_isoptera	2.01383
Onobrychis_humilis	0.465559
Desmodium_polycarpum	1.59202
Juglans_guatemalensis	0.713574
Caamembeca_autranii	0.53949
Ancistrotropis_peduncularis	0.954014
Quercus_aucheri	0.628748
Astragalus_piscator	0.187465
Ficus_callosa	1.49732
Sicydium_schiedeanum	1.58865
Rubus_drenthicus	0.918343
Polygala_shinnersii	0.304096
Astragalus_tigridis	0.411853
Elaeagnus_nanchuanensis	1.13563
Dorstenia_tenuis	1.13163
Crotalaria_kwengeensis	0.722661
Myrica_picardae	1.05778
Agrimonia_incisa	0.928078
Trifolium_ciliolatum	0.494475
Helicotropis_spectabilis	1.02582
Malus_acerba	0.745354
Quercus_hypoleucoides	0.434873
Vigna_trilobata	0.792425
Machaerium_cirreferum	0.75179
Pediomelum_palmeri	0.109221
Philenoptera_laxiflora	0.198795
Piptadenia_imatacae	0.473925
Indigofera_zanzibarica	0.707034
Hoffmannseggia_falcata	0.139214
Trochomeriopsis_diversifolia	0.5873
Zehneria_erythrobacca	1.70193
Dolichos_junodii	0.388077
Rubus_benguetensis	2.11333
Albizzia_occidentalis	0.139453
Indigofera_subulata_var_scabra	0.0878428
Amphithalea_dahlgrenii	0.170768
Erythrostemon_mexicanus	0.554627
Millettia_irvinei	0.620293
Muraltia_angulosa	0.271352
Acacia_neobrachycarpa	0.495865
Cercocarpus_montanus	0.363008
Frangula_californica	0.677411
Erythrina_globocalyx	1.84014
Salomonia_cobrensis	0.19661
Prunus_stipulacea	0.678326
Rubus_incanus	2.39433
Trichosanthes_kirilowii	1.58734
Lonchocarpus_obovatus	0.302831
Genista_microcephala	0.0708
Mimosa_waterlotii	0.980798
Castanopsis_densinervia	1.95585
Hoffmannseggia_repens	0.125597
Peltogyne_pauciflora	0.446953
Millettia_sacleuxii	0.528605
Polygala_hebeclada	0.840444
Flemingia_grahamiana	0.719866
Cucumis_argenteus	0.0854166
Chamaecrista_phyllostachya	0.544612
Elatostema_australe	1.81505
Dalea_elegans	0.484366
Abrus_melanospermus_subsp_tenuiflorus	0.982247
Caragana_stenophylla	0.30979
Desmodium_polygaloides	0.897193
Sechium_mexicanum	0.767586
Sesbania_coerulescens	0.577953
Caragana_franchetiana	0.721752
Dahlstedtia_pinnata	1.32414
Chamaecrista_subdecrescens	0.744633
Dalea_transiens	0.243937
Comarum_salesovianum	0.279363
Ficus_pandurata	1.30869
Senna_emarginata	0.618421
Castanopsis_lanceifolia	4.3576
Coccinia_rehmannii	0.325036
Hippocrepis_areolata	0.131577
Dalea_phleoides	0.50042
Gastrolobium_cuneatum	0.76087
Thladiantha_davidii	1.03632
Quercus_chapmanii	0.897346
Ficus_caulocarpa	2.00203
Laportea_ardens	0.918695
Canavalia_gladiata	1.08388
Leptoderris_harmsiana	0.911066
Crotalaria_axillaris	0.714661
Forsskaolea_hereroensis	0.0638247
Trymalium_ledifolium	0.584577
Hedysarum_mackenzii	0.676115
Crataegus_cognata	0.570263
Hippocrepis_multisiliquosa	0.408701
Ficus_cassidyana	1.702
Ficus_tomentella	0.464571
Argyrolobium_lunaris	0
Senna_pinheiroi	1.03173
Thermopsis_rhombifolia_var_divaricarpa	0.494735
Trichosanthes_philippinensis	1.98254
Pilea_aquarum	1.17059
Cucumis_quintanilhae	0.492219
Melliniella_micrantha	0.57404
Xylia_hoffmannii	0.846617
Polygala_aboriginum	0.455271
Onobrychis_sintenisii	0.196774
Aspalathus_cymbiformis	0.467493
Potentilla_reptans	1.02167
Boehmeria_siamensis	0.992522
Colubrina_viridis	0.153144
Caesalpinia_magnifoliolata	1.09764
Begonia_colombiana	1.86762
Xanthophyllum_bibracteatum	0.687593
Vicia_venulosa	0.275746
Bryonia_monoica	0.154927
Uraria_oblonga	0.881813
Mora_ekmanii	0.944004
Obetia_radula	0.781541
Leptosema_chambersii	0.174231
Cayaponia_crugeri	0.665085
Swartzia_schunkei	1.49884
Acacia_jennerae	0.176753
Cotoneaster_microphyllus	0.872399
Ficus_macbridei	1.20378
Inga_steinbachii	1.08707
Rhynchosia_preussii	1.20531
Dorstenia_bahiensis	1.06413
Diplotropis_duckei	1.07
Astragalus_edmonstonei	0.236038
Trifolium_depauperatum_var_stenophyllum	0.133778
Oreocnide_nivea	0
Rhamnus_goudotiana	0.710165
Morella_integra	0.317294
Quercus_zschokkei	1.3532
Lupinus_quercuum	0.268439
Calobota_sericea	0.0591036
Chamaecrista_leucopilis	0.918706
Senegalia_kekapur	1.4619
Astragalus_caprinus_subsp_huetii	0.37379
Coursetia_caatingicola	0.463333
Melilotus_wolgicus	0.503598
Pseudopiptadenia_contorta	0.67922
Albizia_boivinii	0.890122
Rubus_eustephanos	1.11637
Quercus_acherdophylla	0.824892
Astragalus_maxwellii	0.235319
Priestleya_fruticosa	0
Quercus_frutex	0.536635
Xanthophyllum_ceraceifolium	1.68971
Momordica_boivinii	0.467671
Galactia_microphylla	1.08206
Smithia_salsuginea	1.07005
Pipturus_cinnamomeus	1.75476
Ficus_saussureana	0.951591
Rubus_phoenicolasius	1.16777
Pilea_nicholasii	0.319026
Ficus_bernaysii	1.91025
Astragalus_lentiginosus_var_fremontii	0.154893
Archidendron_lovelliae	1.04241
Astragalus_acutirostris	0.1356
Vigna_gazensis	0.895865
Pilea_weddellii	1.63024
Lathyrus_aureus	0.93802
