"","species","temperature","bio3","bio4","precipitation","bio15","bio17","elevation","nitrogen","carbon","ph","sand","coarsefragment","needleleaf","deciduousbroadleaf","herbaceous","aridity","nodulation","nodulationtype","subfamily"
"5404","Dorstenia_tayloriana"," 237.507000","64.5373"," 1489.780","1212.40000"," 67.04480","106.7610000"," 405.97000","127.922"," 27.955200","57.1791","52.7463"," 5.268660"," 0.92537300","14.35820000"," 1.4179100","0.765393","No","n/a","Non-legume"
"5405","Dorstenia_tenera"," 236.231000","71.6538","  875.423","1979.38000"," 59.61540"," 77.1538000"," 365.38500","149.654"," 45.923100","45.7692","44.3846","11.653800"," 0.00000000"," 0.00000000"," 0.0000000","1.2975","No","n/a","Non-legume"
"5406","Dorstenia_uxpanapana"," 226.111000","53.0000"," 1798.670","3198.67000"," 50.33330","273.6670000"," 106.22200","197.2"," 37.111100","50.7778","32.2222"," 7.111110"," 4.11111000"," 0.00000000"," 5.0000000","1.87053","No","n/a","Non-legume"
"5407","Dorstenia_variifolia"," 178.917000","57.6667"," 1429.670","1300.67000"," 83.41670"," 24.9167000","1320.75000","148.583"," 47.083300","47.4167","42.0000"," 6.750000"," 0.50000000","24.66670000"," 0.0000000","0.982962","No","n/a","Non-legume"
"5408","Dorstenia_warneckei"," 228.188000","62.2500"," 1598.160","1197.81000"," 62.18750","122.5620000"," 511.37500","130.034"," 30.281200","57.0938","48.0312"," 6.031250"," 0.40625000","12.93750000"," 0.5312500","0.742742","No","n/a","Non-legume"
"5409","Dorstenia_zanzibarica"," 195.853000","65.5000"," 1498.940","1091.82000"," 71.76470"," 86.9412000","1163.85000","151.806"," 38.235300","59.4412","45.0294"," 7.794120"," 1.05882000","14.23530000"," 7.1176500","0.754325","No","n/a","Non-legume"
"5410","Doyerea_emetocathartica"," 241.829000","66.3026"," 1975.170"," 919.63800"," 81.00000"," 50.8816000"," 450.21700","205.242"," 29.552600","67.5724","33.7829","15.322400"," 9.91447000"," 3.21711000","10.7763000","0.581692","No","n/a","Non-legume"
"5411","Droguetia_ambigua"," 176.909000","50.3636"," 2356.910"," 814.36400"," 36.45450"," 91.3636000"," 208.72700","107.1"," 25.454500","54.8182","47.3636"," 6.818180"," 0.72727300","14.81820000","11.9091000","0.683878","No","n/a","Non-legume"
"5412","Droguetia_debilis"," 137.222000","70.5556","  834.556","1486.44000"," 59.00000","155.4440000","1901.11000","293.778"," 61.000000","47.4444","29.3333"," 6.666670"," 0.22222200"," 6.88889000"," 0.0000000","0.932566","No","n/a","Non-legume"
"5413","Droguetia_iners"," 165.310000","67.6207"," 1515.520","1315.74000"," 58.82760"," 91.3621000","1456.14000","236.358"," 50.413800","55.2241","40.8448","10.569000"," 0.44827600","12.13790000"," 3.4482800","0.921211","No","n/a","Non-legume"
"5414","Droogmansia_pteropus"," 118.500000","32.0000","  675.500"," 530.50000"," 43.00000","  0.0000000"," 476.00000","34.5","  7.500000","29.0000","35.0000"," 1.500000"," 0.00000000"," 0.50000000"," 2.5000000","0.323655","Yes","Rhizobial","Papilionoideae"
"5415","Dryas_drummondii"," -10.303800","27.7899","10170.500"," 635.88400"," 40.23040"," 95.2608000"," 912.86800","293.121"," 92.959100","56.9054","45.1304","15.020500","31.99000000"," 0.56391000"," 6.5739300","1.22915","Yes","Actinorhizal","Non-legume"
"5416","Dryas_grandis","-113.056000","16.3889","15372.700"," 327.22200"," 49.61110"," 35.4444000"," 390.72200","327.188","100.722000","52.5556","41.7222"," 9.500000","16.05560000"," 0.00000000"," 5.2777800","0.917321","Yes","Actinorhizal","Non-legume"
"5417","Dryas_hookeriana","  12.000000","16.5000"," 3947.500"," 282.00000"," 17.50000"," 47.0000000"," 610.50000","0"," 36.500000","30.0000","20.0000"," 5.000000","15.50000000"," 0.00000000"," 5.0000000","0.415215","Yes","Actinorhizal","Non-legume"
"5418","Dryas_integrifolia"," -85.739300","20.2137","12340.800"," 354.96600"," 52.37930"," 49.4162000"," 521.05300","406.5","134.625000","57.3567","44.1010","10.096900"," 5.52825000"," 0.34093200","15.5471000","1.07505","Yes","Actinorhizal","Non-legume"
"5419","Dryas_octopetala","   3.716280","26.5078"," 6577.090","1004.44000"," 25.71090","175.2960000"," 862.29100","529.911","100.176000","53.4746","50.0868","18.531300"," 7.99091000"," 3.79394000","18.9258000","2.51791","Yes","Actinorhizal","Non-legume"
"5420","Dryas_oxyodonta"," -48.104200","24.6458","12301.900"," 441.54200"," 70.14580"," 34.9792000","1988.90000","289.326"," 81.893600","57.2979","43.7234","13.425500"," 9.89583000"," 2.89583000","28.0000000","0.815713","Yes","Actinorhizal","Non-legume"
"5421","Dryas_viscosa"," -63.000000","15.5556","14982.000"," 422.88900"," 55.55560"," 36.6667000"," 377.55600","249.714"," 80.777800","48.8889","36.3333"," 6.444440","62.66670000"," 0.00000000"," 0.0000000","0.842994","Yes","Actinorhizal","Non-legume"
"5422","Drymocallis_arguta","  59.375000","32.1875"," 8595.120"," 610.56200"," 31.62500"," 95.3125000","1237.06000","156.154"," 37.437500","59.7500","38.1250"," 9.625000","20.87500000"," 7.06250000","14.0625000","0.609388","No","n/a","Non-legume"
"5423","Drymocallis_campanulata","  94.076900","37.9231"," 6446.080"," 307.07700"," 43.07690"," 34.6154000"," 479.92300","98.8"," 31.076900","65.6154","36.1538","12.307700"," 7.46154000"," 0.00000000","26.0000000","0.284923","No","n/a","Non-legume"
"5424","Drymocallis_convallaria","  40.712300","37.0205"," 8095.770"," 476.86300"," 32.07530"," 68.7877000","1399.14000","179.007"," 40.260300","63.3151","42.7192","15.294500","30.30140000"," 1.88356000","23.0753000","0.575551","No","n/a","Non-legume"
"5425","Drymocallis_corsica","  86.956500","25.3043"," 5463.740"," 871.87000"," 41.52170"," 84.0870000","1231.09000","254.087"," 51.043500","61.6522","39.6522","16.782600"," 1.65217000"," 4.00000000","14.6522000","1.28625","No","n/a","Non-legume"
"5426","Drymocallis_deseretica","   3.428570","31.7143"," 6611.290"," 607.28600"," 18.57140","112.8570000","2571.57000","146.833"," 41.857100","49.0000","41.4286","23.000000","39.00000000"," 0.42857100","22.2857000","0.645117","No","n/a","Non-legume"
"5427","Drymocallis_fissa","  48.692300","38.6923"," 7618.880"," 466.38500"," 39.96150"," 63.3462000","2152.38000","132.56"," 34.653800","62.6923","47.7692","17.000000","47.03850000"," 0.00000000","25.4615000","0.494803","No","n/a","Non-legume"
"5428","Drymocallis_geoides","  86.913000","26.7826"," 7152.910"," 646.52200"," 22.86960","128.1740000"," 519.39100","217.8"," 43.750000","62.4167","34.4167","13.541700"," 3.20833000","13.25000000"," 9.6666700","0.828405","No","n/a","Non-legume"
"5429","Drymocallis_glabrata","  33.727300","39.8881"," 7618.300"," 552.94400"," 33.13290"," 78.2378000","1827.59000","160.824"," 36.699300","60.5245","45.5804","18.965000","41.34970000"," 1.97902000","25.6503000","0.603938","No","n/a","Non-legume"
"5430","Drymocallis_glandulosa"," 113.497000","48.3558"," 5267.440"," 776.02600"," 80.11860"," 23.7372000","1121.17000","137.48"," 39.367400","62.4217","49.0128","16.805100","47.16290000"," 2.67732000"," 2.9361000","0.704496","No","n/a","Non-legume"
"5431","Drymocallis_lactea","  48.881800","43.5559"," 6067.650"," 767.62300"," 61.71570"," 52.1693000","2241.77000","182.051"," 47.587100","58.9678","58.9839","23.538700","48.19170000"," 0.26198100","14.0288000","0.873585","No","n/a","Non-legume"
"5432","Drymocallis_pseudorupestris","  17.200000","38.0222"," 7851.160"," 531.64400"," 28.08890"," 91.4889000","2124.71000","171.409"," 42.933300","59.9333","45.0889","20.400000","36.37780000"," 0.77777800","25.9778000","0.627727","No","n/a","Non-legume"
"5433","Drymocallis_rupestris","  63.779200","28.7121"," 6525.190"," 818.13400"," 22.69480","149.6470000"," 512.90900","292.99"," 83.345400","54.9552","48.4350","13.562900","16.09170000","10.34330000"," 4.3901900","1.39866","No","n/a","Non-legume"
"5434","Duchesnea_chrysantha"," 139.477000","28.8708"," 7470.960","1732.24000"," 44.34990","197.7180000"," 307.41600","236.876"," 57.990100","56.5556","35.7520","11.569400","10.62300000"," 0.94047600"," 0.6626980","1.71655","No","n/a","Non-legume"
"5435","Duchesnea_indica"," 192.942000","33.4798"," 4774.010","2681.94000"," 45.01730","354.2890000"," 370.93100","201.697"," 62.427700","52.7283","35.7457"," 9.167630"," 2.31792000"," 0.43930600"," 0.7861270","2.45405","No","n/a","Non-legume"
"5436","Dumasia_villosa"," 172.822000","57.3614"," 3069.720","1548.28000"," 72.14360"," 96.5198000","1360.55000","237.324"," 47.430700","56.9109","39.7624","12.608900"," 1.72772000"," 6.63861000"," 5.5990100","1.15268","Yes","Rhizobial","Papilionoideae"
"5437","Dunbaria_circinalis"," 205.167000","52.3333"," 1389.830","1673.17000"," 60.33330"," 87.5000000"," 336.16700","114.667"," 32.000000","46.3333","32.3333"," 8.833330"," 0.00000000"," 0.00000000"," 1.6666700","1.12321","Yes","Rhizobial","Papilionoideae"
"5438","Dunbaria_cumingiana"," 229.762000","66.3333"," 1071.140","2580.14000"," 43.19050","302.3810000"," 460.04800","237.895"," 57.700000","50.6000","35.6500"," 8.950000"," 0.66666700"," 0.47619000"," 0.0000000","1.81562","Yes","Rhizobial","Papilionoideae"
"5439","Dunbaria_debilis"," 268.146000","59.3021"," 1999.580","1384.74000","101.69800"," 17.3438000"," 133.16700","91.8617"," 25.051500","55.1649","60.9072"," 4.402060"," 0.00000000"," 0.82653100"," 0.9693880","0.809629","Yes","Rhizobial","Papilionoideae"
"5440","Dunbaria_incana"," 238.909000","68.3636","  698.091","2289.36000"," 43.63640","290.9090000"," 172.00000","153.045"," 46.454500","50.1818","32.7273"," 7.272730"," 0.00000000"," 1.00000000"," 0.0000000","1.33565","Yes","Rhizobial","Papilionoideae"
"5441","Dunbaria_longiracemosa"," 219.077000","48.5385"," 2131.230","1095.31000"," 73.38460"," 28.6154000"," 681.00000","166.417"," 33.307700","55.0769","37.8462","17.538500"," 0.00000000"," 4.76923000"," 2.5384600","0.6673","Yes","Rhizobial","Papilionoideae"
"5442","Dunbaria_podocarpa"," 213.719000","37.3158"," 4685.510","1519.42000"," 69.03510"," 93.7544000"," 344.31600","132.711"," 34.052600","56.8070","37.4386","11.771900"," 2.17544000"," 2.61404000"," 1.3859600","1.23831","Yes","Rhizobial","Papilionoideae"
"5443","Dunbaria_punctata"," 225.738000","49.9692"," 3111.340","1816.54000"," 81.06150"," 84.2462000"," 325.96900","111"," 31.560600","56.2727","44.1212"," 9.181820"," 2.31818000"," 0.69697000"," 0.9696970","1.47566","Yes","Rhizobial","Papilionoideae"
"5444","Ecballium_elaterium"," 156.569000","37.0248"," 5588.990"," 597.35800"," 50.00500"," 61.4406000"," 187.09900","145.711"," 33.616500","73.5119","35.6989","12.625600"," 1.59621000"," 1.18454000"," 4.1940100","0.56293","No","n/a","Non-legume"
"5445","Echinocystis_lobata","  77.703300","28.8591"," 9943.630"," 863.05500"," 28.64700","147.2200000"," 324.19500","250.385"," 54.442300","61.1248","41.2476"," 5.267300"," 4.14334000","16.55980000"," 9.4307000","0.944969","No","n/a","Non-legume"
"5446","Echinopepon_cirrhopedunculatus"," 225.321000","61.1786"," 3086.270"," 842.01200","107.08300"," 17.3929000"," 822.91700","153.317"," 10.083300","66.8571","27.3810","19.702400"," 6.34524000","16.44050000"," 4.6547600","0.473826","No","n/a","Non-legume"
"5447","Echinopepon_coulteri"," 160.907000","66.5058"," 2046.760"," 711.85500"," 84.60470"," 29.1744000","2146.66000","158.676"," 15.209300","67.8547","30.0407","17.953500"," 9.56977000"," 1.05233000","18.2849000","0.438442","No","n/a","Non-legume"
"5448","Echinopepon_insularis"," 219.773000","54.0909"," 4576.700"," 172.04500"," 89.59090","  2.5454500"," 182.51500","89.9636"," 14.376800","77.5000","22.5143","20.985700"," 1.93243000"," 0.00000000"," 7.0270300","0.109486","No","n/a","Non-legume"
"5449","Echinopepon_jaliscanus"," 173.833000","52.8333"," 2185.170"," 690.16700"," 86.16670"," 19.8333000","1182.00000","118.4","  8.000000","57.0000","24.3333","16.666700"," 3.33333000","12.33330000"," 2.0000000","0.326257","No","n/a","Non-legume"
"5450","Echinopepon_minimus"," 210.714000","57.0455"," 4053.590"," 196.20800"," 91.33120","  2.6039000"," 337.33800","94.8786","  8.187100","77.4839","21.6645","21.541900"," 2.80255000"," 3.36306000"," 3.3503200","0.132412","No","n/a","Non-legume"
"5451","Echinopepon_palmeri"," 199.143000","43.2857"," 3921.570"," 215.42900"," 90.85710","  7.7142900"," 380.85700","96.8333","  8.428570","65.4286","21.8571","16.428600"," 1.42857000"," 0.00000000"," 6.7142900","0.151398","No","n/a","Non-legume"
"5452","Echinopepon_pringlei"," 184.250000","60.0000"," 1419.880"," 909.75000"," 91.37500"," 16.5000000","1241.88000","160.8","  6.750000","57.7500","27.2500","17.125000"," 6.62500000"," 0.37500000"," 6.1250000","0.550768","No","n/a","Non-legume"
"5453","Echinopepon_pubescens"," 181.726000","66.3333"," 2140.810"," 737.50000"," 95.41070"," 23.4405000","1817.52000","149.649"," 10.363100","67.5833","30.9583","17.654800"," 8.07738000"," 2.10714000","20.3988000","0.423624","No","n/a","Non-legume"
"5454","Echinopepon_racemosus"," 208.204000","65.6567"," 2083.690","1196.64000"," 89.94280"," 56.9128000","1095.21000","188.942"," 25.114400","60.6730","35.7466","15.294300"," 3.97820000"," 8.34060000"," 4.7057200","0.73696","No","n/a","Non-legume"
"5455","Echinopepon_torquatus"," 128.333000","55.0000"," 1474.330"," 913.83300"," 80.83330"," 28.0000000","1894.33000","194"," 14.833300","49.3333","24.0000","17.333300"," 9.16667000"," 2.33333000"," 4.5000000","0.610554","No","n/a","Non-legume"
"5456","Echinopepon_wrightii"," 198.577000","55.5141"," 4765.200"," 640.91500"," 86.05630"," 23.6408000"," 932.54200","117.106"," 13.929600","70.2887","30.8380","22.091500"," 8.31690000"," 6.97183000"," 9.1760600","0.395247","No","n/a","Non-legume"
"5457","Elaeagnus_argyi"," 152.571000","23.4286"," 8231.810","1140.95000"," 50.61900","125.7620000"," 101.90500","115.833"," 27.428600","61.0000","24.2381"," 8.333330"," 4.52381000"," 3.47619000"," 0.0000000","1.05139","Yes","Actinorhizal","Non-legume"
"5458","Elaeagnus_difficilis"," 167.824000","27.7647"," 7024.650","1384.75000"," 61.19610","105.5290000"," 534.00000","144.031"," 29.588200","59.3529","31.0000","14.745100"," 4.58824000"," 1.72549000"," 2.0588200","1.24753","Yes","Actinorhizal","Non-legume"
"5459","Elaeagnus_formosana"," 181.631000","38.5405"," 3750.480","3002.10000"," 50.04500","359.9010000"," 804.09900","289.402"," 78.830400","50.7857","36.4732","10.857100"," 1.15179000"," 0.03571430"," 1.1875000","2.88842","Yes","Actinorhizal","Non-legume"
"5460","Elaeagnus_glabra"," 163.810000","28.8621"," 7177.770","1715.23000"," 51.63450","179.0900000"," 306.45200","191.46"," 44.300300","57.3379","33.4505","12.399300","10.65190000"," 0.59044400"," 1.4368600","1.56462","Yes","Actinorhizal","Non-legume"
"5461","Elaeagnus_gonyanthes"," 211.143000","36.3429"," 4658.200","1560.97000"," 71.71430"," 83.3429000"," 321.68600","124.273"," 30.142900","56.7143","36.3143","11.942900"," 2.77143000"," 2.22857000"," 3.3428600","1.26189","Yes","Actinorhizal","Non-legume"
"5462","Elaeagnus_henryi"," 163.320000","29.7600"," 6929.360","1316.61000"," 61.56000"," 96.9067000"," 681.81300","187.156"," 32.320000","60.0800","31.2667","15.733300"," 5.65333000"," 3.26667000"," 3.0666700","1.19255","Yes","Actinorhizal","Non-legume"
"5463","Elaeagnus_lanceolata"," 155.058000","30.7167"," 6866.050","1169.45000"," 69.08330"," 67.8667000"," 888.82500","168.875"," 32.058300","62.5083","31.4083","16.483300"," 4.55000000"," 2.85000000"," 4.6000000","1.08926","Yes","Actinorhizal","Non-legume"
"5464","Elaeagnus_lanpingensis"," 133.333000","40.9167"," 4412.920","1339.17000"," 78.08330"," 40.5833000","1863.75000","242.8"," 78.833300","52.0000","41.7500","20.250000","11.08330000"," 1.91667000","13.1667000","1.08443","Yes","Actinorhizal","Non-legume"
"5465","Elaeagnus_loureiroi"," 190.696000","38.9565"," 4439.170","1510.17000"," 72.43480"," 76.2609000"," 758.65200","134"," 34.391300","55.0870","35.3478","13.565200"," 5.60870000"," 2.04348000"," 3.6521700","1.15217","Yes","Actinorhizal","Non-legume"
"5466","Elaeagnus_macrantha"," 144.500000","33.5000"," 2981.750","1136.00000"," 61.00000"," 49.5000000"," 855.00000","107.333"," 15.500000","43.2500","23.5000","13.750000"," 0.00000000"," 0.00000000"," 2.7500000","0.983131","Yes","Actinorhizal","Non-legume"
"5467","Elaeagnus_macrophylla"," 149.250000","27.0938"," 6932.120","1819.48000"," 42.41410","222.5550000"," 183.93000","197.337"," 64.140600","55.3594","34.5000","11.570300","10.26280000"," 1.14599000"," 1.0510900","1.91712","Yes","Actinorhizal","Non-legume"
"5468","Elaeagnus_magna"," 159.484000","25.7742"," 7528.610","1253.82000"," 58.41940"," 95.7258000"," 535.06500","163.513"," 31.887100","61.1774","29.8548","15.774200"," 3.75806000"," 2.27419000"," 3.2580600","1.17989","Yes","Actinorhizal","Non-legume"
"5469","Elaeagnus_maritima"," 132.000000","24.8889"," 7060.220","1731.83000"," 37.88890","224.6110000"," 266.66700","180"," 60.500000","50.5000","33.0000","12.562500","15.31580000"," 2.31579000"," 0.0000000","1.78362","Yes","Actinorhizal","Non-legume"
"5470","Elaeagnus_matsunoana","  69.666700","19.0000"," 5237.670","1200.00000"," 32.00000","113.0000000"," 532.66700","194.667"," 57.666700","36.3333","25.0000"," 9.666670","17.33330000"," 0.00000000"," 0.0000000","1.27419","Yes","Actinorhizal","Non-legume"
"5471","Elaeagnus_montana","  87.572100","28.0315"," 8060.250","1863.68000"," 47.38290","190.1710000","1036.77000","299.639"," 91.986500","53.1892","39.3198","16.045000","15.37840000"," 3.74775000"," 1.1261300","2.09529","Yes","Actinorhizal","Non-legume"
"5472","Elaeagnus_morrisonensis","  95.862100","44.7586"," 3013.790","3269.31000"," 55.24140","243.5170000","2380.28000","525.5"," 86.206900","46.4138","35.4828","13.206900"," 3.00000000"," 0.00000000"," 2.0689700","4.17225","Yes","Actinorhizal","Non-legume"
"5473","Elaeagnus_multiflora"," 129.218000","27.2565"," 7955.930","1664.10000"," 41.85170","209.2620000"," 377.55700","259.961"," 63.405200","56.5966","35.7690","12.594800","11.73620000"," 2.48966000"," 1.2086200","1.69384","Yes","Actinorhizal","Non-legume"
"5474","Elaeagnus_oldhamii"," 199.512000","36.5952"," 4049.730","2289.71000"," 54.80950","229.8450000"," 435.20200","210.347"," 51.436800","54.1494","35.3563"," 9.275860"," 0.13793100"," 0.49425300"," 1.0459800","2.24308","Yes","Actinorhizal","Non-legume"
"5475","Elaeagnus_parvifolia","  57.666700","29.3333"," 3757.670"," 519.00000"," 56.33330","  9.3333300","1973.33000","219.333"," 44.333300","44.0000","30.6667","12.666700"," 1.66667000"," 0.33333300","21.0000000","0.450435","Yes","Actinorhizal","Non-legume"
"5476","Elaeagnus_pungens"," 146.225000","26.9650"," 7823.480","1752.65000"," 47.00660","200.6720000"," 292.77000","183.412"," 54.935100","56.2121","34.3874","12.616900","14.05400000"," 1.13175000"," 0.9460040","1.68379","Yes","Actinorhizal","Non-legume"
"5477","Elaeagnus_reflexa"," 128.778000","23.2222"," 6592.110","1721.56000"," 43.11110","160.7780000"," 208.88900","144.875"," 55.444400","49.3333","30.7778","12.222200","20.33330000"," 0.00000000"," 1.2222200","1.70651","Yes","Actinorhizal","Non-legume"
"5478","Elaeagnus_rotundata"," 185.000000","25.3333"," 3060.670","1159.83000"," 21.33330","174.0000000"," 101.50000","191.5"," 78.500000","47.5000","28.5000","14.666700"," 7.66667000"," 1.00000000"," 0.0000000","0.717432","Yes","Actinorhizal","Non-legume"
"5479","Elaeagnus_stellipila"," 157.967000","26.0000"," 7077.030","1179.97000"," 67.36670"," 62.6667000"," 595.30000","150"," 32.266700","60.6000","28.9333","17.133300"," 2.76667000"," 2.50000000"," 4.1333300","1.13184","Yes","Actinorhizal","Non-legume"
"5480","Elaeagnus_thunbergii"," 153.462000","41.2511"," 3577.130","3062.91000"," 52.78030","310.5920000","1365.78000","382.567"," 77.404400","49.8533","36.5778","11.822200"," 1.83556000"," 0.01777780"," 1.3333300","3.24573","Yes","Actinorhizal","Non-legume"
"5481","Elaeagnus_tutcheri","  95.500000","13.5000"," 3785.000"," 710.50000"," 26.00000"," 72.5000000","  95.50000","0"," 11.000000","30.0000","17.0000"," 7.500000"," 0.00000000"," 0.00000000"," 7.0000000","0.587104","Yes","Actinorhizal","Non-legume"
"5482","Elaeagnus_viridis"," 152.278000","39.6111"," 5155.140","1054.36000"," 77.08330"," 47.1389000","1507.61000","164.222"," 28.861100","61.8333","30.7500","18.805600"," 1.88889000"," 0.80555600"," 9.0555600","0.884552","Yes","Actinorhizal","Non-legume"
"5483","Elateriopsis_caracasana"," 153.500000","59.2500","  338.500"," 972.75000"," 49.50000"," 58.2500000","1138.75000","203.5"," 42.250000","41.0000","29.7500","10.250000"," 0.00000000"," 0.00000000","10.2500000","0.700628","No","n/a","Non-legume"
"5484","Elateriopsis_spectabilis"," 214.100000","75.4000","  453.100","2647.70000"," 24.30000","452.9000000"," 542.50000","192.5"," 54.400000","45.1000","38.3000"," 7.300000"," 0.00000000"," 0.00000000"," 6.9000000","1.74684","No","n/a","Non-legume"
"5485","Elatostema_acuminatum"," 204.000000","68.1458"," 1645.670","2146.79000"," 47.81250","285.8120000","1118.06000","282.07"," 64.250000","50.7708","39.2083","13.291700"," 0.62500000"," 0.27083300"," 1.3125000","1.68072","No","n/a","Non-legume"
"5486","Elatostema_acuteserratum"," 167.500000","32.7500"," 2401.500","2014.75000"," 35.25000","243.0000000"," 144.75000","173"," 57.250000","38.5000","27.0000"," 7.250000"," 1.00000000"," 0.75000000"," 2.5000000","1.73988","No","n/a","Non-legume"
"5487","Elatostema_albopilosoides","  74.000000","14.0000"," 3408.000"," 600.50000"," 32.50000"," 36.0000000"," 652.50000","80.5"," 19.000000","29.5000","13.0000"," 8.500000"," 0.00000000"," 0.00000000"," 0.0000000","0.536421","No","n/a","Non-legume"
"5488","Elatostema_albopilosum"," 155.750000","36.3750"," 4137.880","1120.50000"," 68.87500"," 56.7500000","1130.25000","133.667"," 20.250000","52.8750","27.7500","17.750000"," 2.62500000"," 0.00000000"," 3.1250000","0.901004","No","n/a","Non-legume"
"5489","Elatostema_atropurpureum"," 106.500000","20.5000"," 2108.500"," 744.50000"," 43.50000"," 23.0000000"," 233.50000","62.5"," 33.000000","29.0000","18.5000"," 9.500000"," 4.00000000"," 0.00000000"," 0.0000000","0.572679","No","n/a","Non-legume"
"5490","Elatostema_atroviride"," 180.000000","35.9286"," 4753.360","1224.71000"," 71.14290"," 71.1429000"," 773.78600","122.778"," 29.428600","55.6429","29.4286","15.428600"," 3.14286000"," 1.78571000"," 2.2857100","1.00591","No","n/a","Non-legume"
"5491","Elatostema_auriculatum"," 147.636000","40.2727"," 4404.360","1520.73000"," 77.18180"," 44.3636000","1559.18000","389.8"," 81.545500","52.3636","42.2727","18.454500","10.18180000"," 2.18182000","11.1818000","1.13288","No","n/a","Non-legume"
"5492","Elatostema_australe"," 189.167000","51.5000"," 1106.330","2164.67000"," 36.16670","295.0000000"," 240.50000","188.429"," 40.285700","45.7143","36.2857"," 3.857140"," 0.00000000"," 0.00000000"," 0.0000000","1.81505","No","n/a","Non-legume"
"5493","Elatostema_baiseense"," 116.500000","18.5000"," 2730.500"," 560.00000"," 36.50000"," 28.5000000","  77.50000","0","  9.500000","32.0000","15.5000"," 9.000000"," 0.00000000"," 0.00000000"," 0.0000000","0.483668","No","n/a","Non-legume"
"5494","Elatostema_balansae"," 186.900000","45.3250"," 3997.300","1488.85000"," 74.27500"," 85.2000000","1032.10000","211.161"," 43.800000","56.9750","33.9750","16.450000"," 1.77500000"," 0.90000000"," 4.0500000","1.1066","No","n/a","Non-legume"
"5495","Elatostema_banahaense"," 174.333000","50.6667","  527.000","1592.33000"," 26.00000","181.0000000"," 156.33300","115"," 31.000000","36.0000","26.0000"," 6.666670"," 0.00000000"," 0.00000000"," 0.0000000","1.10721","No","n/a","Non-legume"
"5496","Elatostema_beccarii"," 209.923000","78.0000","  502.231","2706.38000"," 24.15380","444.8460000"," 756.53800","240.417"," 67.538500","46.0769","37.3077"," 7.384620"," 0.00000000"," 0.00000000"," 0.0000000","1.61191","No","n/a","Non-legume"
"5497","Elatostema_brachyodontum"," 148.222000","25.4444"," 7075.440","1176.33000"," 57.05560"," 76.5556000"," 694.11100","151.667"," 29.833300","58.6111","26.9444","16.333300"," 2.55556000"," 3.38889000"," 2.0000000","1.12288","No","n/a","Non-legume"
"5498","Elatostema_brevipedunculatum"," 100.000000","25.0000"," 1943.500"," 736.00000"," 45.00000"," 22.0000000"," 528.50000","0"," 13.000000","28.5000","15.0000","10.000000"," 0.00000000"," 2.00000000","17.5000000","0.504407","No","n/a","Non-legume"
"5499","Elatostema_bullatum"," 152.750000","62.5000","  355.750","1745.00000"," 13.75000","331.5000000","1294.75000","235.75"," 55.000000","37.5000","32.2500"," 6.750000"," 0.00000000"," 0.00000000"," 0.0000000","1.4962","No","n/a","Non-legume"
"5500","Elatostema_coriaceifolium","  91.500000","18.0000"," 2834.500"," 627.00000"," 39.00000"," 28.0000000"," 522.50000","75"," 15.000000","29.5000","13.5000","10.500000"," 0.50000000"," 0.00000000"," 0.0000000","0.514785","No","n/a","Non-legume"
"5501","Elatostema_crassiusculum"," 120.667000","28.6667"," 2787.330"," 926.33300"," 58.00000"," 33.6667000"," 871.00000","101.5"," 23.666700","38.0000","20.3333","14.000000"," 0.00000000"," 2.33333000"," 0.0000000","0.807588","No","n/a","Non-legume"
"5502","Elatostema_cuneatum"," 147.000000","35.1111"," 5031.440","1441.89000"," 57.22220","139.2220000"," 465.66700","244.143"," 38.777800","50.2222","32.4444","12.444400"," 4.66667000"," 5.11111000"," 1.1111100","1.24842","No","n/a","Non-legume"
"5503","Elatostema_cuspidatum"," 148.941000","34.9804"," 5931.250","1242.57000"," 76.25490"," 65.0392000","1348.47000","219.444"," 47.745100","59.4314","35.9412","18.411800"," 6.31373000"," 1.64706000"," 7.5490200","1.08502","No","n/a","Non-legume"
"5504","Elatostema_cyrtandrifolium"," 176.960000","37.5000"," 4758.690","2127.43000"," 66.79000","159.5000000"," 857.52000","229.371"," 48.490000","54.7500","34.0500","13.360000"," 2.41000000"," 0.75000000"," 3.2400000","1.89895","No","n/a","Non-legume"
"5505","Elatostema_dissectum"," 176.742000","43.7097"," 4167.030","1448.45000"," 79.70970"," 58.7419000","1241.74000","250.593"," 43.677400","54.5806","35.4194","18.677400"," 2.61290000"," 1.67742000"," 5.3548400","1.12144","No","n/a","Non-legume"
"5506","Elatostema_ficoides"," 165.562000","34.1875"," 5360.810","1265.62000"," 72.12500"," 65.8750000"," 887.56200","210.727"," 36.187500","57.0000","30.3750","17.687500"," 3.62500000"," 1.68750000"," 2.8750000","1.08759","No","n/a","Non-legume"
"5507","Elatostema_flumineorupestre"," 174.667000","56.6667","  102.333","3411.00000"," 10.33330","656.0000000"," 188.00000","225.667"," 39.333300","35.3333","22.3333"," 8.666670"," 0.00000000"," 0.00000000"," 9.3333300","2.15717","No","n/a","Non-legume"
"5508","Elatostema_fruticosum"," 153.000000","44.5000"," 1077.750","2302.75000"," 24.50000","364.7500000"," 455.75000","189"," 52.500000","38.2500","25.0000"," 4.750000"," 0.00000000"," 0.00000000"," 0.0000000","2.15641","No","n/a","Non-legume"
