"","species","temperature","bio3","bio4","precipitation","bio15","bio17","elevation","nitrogen","carbon","ph","sand","coarsefragment","needleleaf","deciduousbroadleaf","herbaceous","aridity","nodulation","nodulationtype","subfamily"
"2350","Ateleia_standleyana",223.526,63.1053,2027.42,1329.21,109.895,17.6842,524.421,176.294,9.21053,55.9474,25.3158,18.1579,3.05263,12.6842,5.78947,0.728303,"Yes","Rhizobial","Papilionoideae"
"2351","Ateleia_tomentosa",184.333,58.6667,1091.5,1177,71.6667,25.1667,797.833,122.667,8,52.6667,28.8333,12.6667,0,2.16667,10.6667,0.688403,"Yes","Rhizobial","Papilionoideae"
"2352","Atroxima_afzeliana",247.786,68.4762,954.643,1934.36,69.5238,100.619,343.238,170.795,34.8571,51.881,49.4762,14.1667,0,4.88095,0.452381,1.15862,"No","n/a","Non-legume"
"2353","Atroxima_liberica",250.885,72.4368,924.471,2271.17,62.7126,158.31,227.483,153.988,40.1494,49.0575,52.5632,15.9885,0,0.241379,0.206897,1.44909,"No","n/a","Non-legume"
"2354","Auerodendron_pauciflorum",169,50,758.333,970.333,17,155.667,7,71,52,40.6667,19.6667,5,0,0,1,0.690851,"No","n/a","Non-legume"
"2355","Augouardia_letestui",249.412,70.1176,1051.26,1837.79,67.7647,26.9706,223.059,130.067,77.3235,46.7353,47.9706,10.7059,0,0,0,1.12168,"No","n/a","Detarioideae"
"2356","Australina_flaccida",147.429,62.5714,1141.71,788.286,95,18,1938.86,174.714,17.7143,56.5714,27.7143,17.1429,0,3,14.1429,0.499971,"No","n/a","Non-legume"
"2357","Australina_pusilla",115.514,47.375,3870.02,1267.12,24.7597,208.471,451.868,206.708,56.6648,53.2535,54.277,17.5942,0.484765,3.62881,1.43629,1.22508,"No","n/a","Non-legume"
"2358","Austrobryonia_argillicola",236.824,50.3676,4847.96,516.015,77.3529,26.2059,237.279,52.3881,10.7059,73.25,56.1912,8.94118,0,0.485294,17.7206,0.296513,"No","n/a","Non-legume"
"2359","Austrobryonia_centralis",226.328,47.6724,5449.17,332.897,67.4655,25.8103,565.121,41.125,10.4138,71.3966,68.1207,10.5172,0,0,12.2069,0.186945,"No","n/a","Non-legume"
"2360","Austrobryonia_micrantha",194.587,46.7934,5575.89,256.023,32.385,44.3897,101.338,74.893,20.2762,77.1667,64.019,9.24402,0,0.488263,3.6385,0.165216,"No","n/a","Non-legume"
"2361","Austrobryonia_pilbarensis",244.333,47,5202.81,329,80.9259,11.9259,469.815,47.8148,14.4815,70.4815,60.1111,14.3333,0,0,13.6667,0.182817,"No","n/a","Non-legume"
"2362","Austrodolichos_errabundus",257.974,58.6614,2168.93,1459.95,101.317,28.3862,231.016,88.163,23.4869,55.8534,60.9372,4.46597,0,1.10995,0.900524,0.845497,"Yes","Rhizobial","Papilionoideae"
"2363","Austrosteenisia_blackii",186.101,51.3482,3715.44,1398,50.2393,144.725,307.661,165.064,37.6116,54.526,51.6208,8.0841,0,1.26147,1.20642,1.02979,"Yes","Rhizobial","Papilionoideae"
"2364","Austrosteenisia_glabristyla",179.145,50.0407,3647.81,1669.01,42.3081,198.076,276.808,193.528,43.6744,53.1628,45.4535,6.9593,0,1.39535,2.40698,1.24681,"Yes","Rhizobial","Papilionoideae"
"2365","Badiera_fuertesii",179.615,74.2821,1193.1,1341.95,46.2564,143.538,1134.82,268.976,57.2564,53.7949,32.4103,12,0,0.230769,2.25641,0.84808,"No","n/a","Non-legume"
"2366","Badiera_oblongata",217.756,61.5122,1755.34,1528.34,54.9268,139.951,507.951,251.231,55.4186,59.0465,32.1163,11.5581,0.813953,1.34884,4.44186,1.07459,"No","n/a","Non-legume"
"2367","Badiera_penaea",223.184,73.1842,1257.37,1337.71,46.9605,148.671,597.342,230.588,41.3289,59.2632,33.9605,11.3947,0,0.460526,5.14474,0.793328,"No","n/a","Non-legume"
"2368","Badiera_propinqua",223.9,55.7,1796.8,1339.7,51.4,134.2,87.1,220.125,54.6,58.3,29.7,8.1,3.2,3,2.1,0.890489,"No","n/a","Non-legume"
"2369","Badiera_subrhombifolia",93.3333,49.6667,785.667,1070.33,43.6667,79.3333,1187,258.667,56.6667,37.3333,26.3333,11,0.25,1.25,3.25,0.812504,"No","n/a","Non-legume"
"2370","Badiera_virgata",239.105,61.4737,1708.95,1290.21,55.3158,112,81.3684,227.353,44,61,33.381,9.52381,0,3.04762,8.2381,0.822138,"No","n/a","Non-legume"
"2371","Bagassa_guianensis",254.209,76.9767,491.349,2172.91,61.6279,165.465,137.163,133.436,31.7442,46.5349,46.0233,4.74419,0,0,1.48837,1.28995,"No","n/a","Non-legume"
"2372","Baijiania_borneensis",196.8,70.4,284.2,2075,17.6,376,398,135,68.2,40.2,33.4,6.2,0,0,7.6,1.47241,"No","n/a","Non-legume"
"2373","Baijiania_yunnanensis",97.5,25.5,1818,739,42.5,27.5,648.5,73,22,27,16.5,12.5,0,2.5,0,0.519003,"No","n/a","Non-legume"
"2374","Baikiaea_insignis",240.489,75.6809,830.709,1900.27,55.1418,126.199,524.83,156.698,53.8643,48.9929,49.6571,7.35252,0,1.97872,0.609929,1.17999,"No","n/a","Detarioideae"
"2375","Baikiaea_plurijuga",217.319,56.0222,3302.3,582.481,107.459,0.466667,1013.18,51.1288,10.5259,64.6444,77.2519,3.77778,0,3.12593,12.3407,0.315483,"No","n/a","Detarioideae"
"2376","Baikiaea_robynsii",236.231,72.7692,746.231,1619.38,42.6923,179.385,260.154,115,52.2308,44.5385,49.0769,4.76923,0,0,3.07692,1.01894,"No","n/a","Detarioideae"
"2377","Balgoya_pacifica",188.364,47.9091,2117.64,1566.55,37.6364,217.545,501.545,164,37.9091,47.8182,41.8182,6.72727,0,0,0,1.54318,"No","n/a","Non-legume"
"2378","Balizia_elegans",233.6,65.1,572.7,1957.2,52,113.7,128.4,193.786,43.1,42.5,41,2.7,0,0,0.6,1.67755,"Yes","Rhizobial","Caesalpinioideae"
"2379","Balizia_leucocalyx",128.5,33,856,1070.5,33,77.5,88.5,88.5,12.5,28.5,21.5,4.5,0,5.5,0,1.53762,"Yes","Rhizobial","Caesalpinioideae"
