species,DR
Pipturus_hawaiensis,0.306939498709511
Pipturus_oahuensis,1.06800888660448
Pipturus_pachyphyllus,1.06800888660448
Pipturus_forbesii,0.54235505705972
Nothocnide_discolor,1.10892846625862
Pipturus_argenteus,1.10892846625862
Pipturus_arborescens,0.696579730199925
Nothocnide_mollissima,0.411178176704827
Pouzolzia_australis,0.223633360993333
Neraudia_angulata,1.49077299847668
Neraudia_sericea,1.49077299847668
Neraudia_ovata,0.762702693258298
Neraudia_melastomifolia,0.742371000315219
Neraudia_kauaiensis,0.742371000315219
Pouzolzia_argenteonitida,0.177573339156782
Pouzolzia_sanguinea,0.145605233085619
Hemistylus_boehmerioides,0.920585371873737
Hemistylus_odontophylla,0.920585371873737
Rousselia_humilis,0.666249719084653
Hemistylus_macrostachya,0.447575796449408
Pouzolzia_guineensis,0.702948673980691
Neodistemon_indicum,0.702948673980691
Pouzolzia_mixta,0.452863901240165
Phenax_madagascariensis,0.683286945350813
Pouzolzia_guatemalana,0.683286945350813
Pouzolzia_pringlei,0.459704389018303
Pouzolzia_purpusii,0.354442770560658
Pouzolzia_formicaria,0.698221400790569
Pouzolzia_obliqua,0.698221400790569
Pouzolzia_poeppigiana,0.475638070518362
Pouzolzia_parasitica,0.354985716298133
Pouzolzia_denudata,0.354985716298133
Petelotiella_tonkinensis,0.610529588949743
Gonostegia_pentandra,0.610529588949743
Pouzolzia_zeylanica,0.307134597902314
Gonostegia_parvifolia,0.459089605581656
Gonostegia_hirta,0.459089605581656
Pouzolzia_hirta,0.23511073056109
Sarcochlamys_pulcherrima,0.434701615376767
Archiboehmeria_atrata,0.434701615376767
Astrothalamus_reticulatus,0.254588119044489
Debregeasia_dichotoma,0.832211557588091
Debregeasia_longifolia,0.832211557588091
Debregeasia_salicifolia,0.421507492476104
Debregeasia_saeneb,0.162369918179149
Chamabainia_cuspidata,0.111010565736133
Phenax_laevigatus,0.503997037436266
Phenax_rugosus,0.503997037436266
Phenax_hirtus,0.272895726729672
Phenax_angustifolius,0.155848189558237
Phenax_integrifolius,0.0918762632415768
Phenax_laxiflorus,0.0918762632415768
Pouzolzia_longipes,0.139947902329225
Phenax_mexicanus,0.139947902329225
Phenax_sonneratii,0.0689733197548352
Oreocnide_frutescens_subsp_frutescens,0.557947485837939
Oreocnide_frutescens,0.557947485837939
Debregeasia_squamata,0.527580491644415
Maoutia_puya,0.527580491644415
Oreocnide_boniana,0.188464059204929
Oreocnide_trinervis,0.129385271886674
Oreocnide_rufescens,0.281367065783159
Oreocnide_pedunculata,0.281367065783159
Oreocnide_rubescens,0.14671037652272
Droguetia_debilis,0.615396496298922
Droguetia_iners,0.615396496298922
Droguetia_iners_subsp_urticoides,0.345324942821546
Australina_flaccida,0.313156821465356
Droguetia_ambigua,0.313156821465356
Australina_pusilla,0.122199418146389
Metatrophis_margaretae,0.0937201585549886
Australina_lanceolata,0.375449487854842
Didymodoxa_capensis,0.375449487854842
Didymodoxa_caffra,0.193596926072896
Australina_acuminata,0.219881327954745
Australina_caffra,0.219881327954745
Forsskaolea_angustifolia,0.15065791038975
Forsskaolea_tenacissima,0.15065791038975
Forsskaolea_hereroensis,0.0851568118203566
Girardinia_palmata,0.0969229188390475
Forsskaolea_candida,0.0969229188390475
Forsskaolea_viridis,0.0484640992919865
Parietaria_micrantha,0.485117551150868
Parietaria_debilis,0.485117551150868
Parietaria_officinalis,0.551807235683925
Parietaria_judaica,0.551807235683925
Gesnouinia_arborea,0.175187242506395
Parietaria_alsinifolia,0.182139734350889
Soleirolia_soleirolii,0.182139734350889
Parietaria_macrophylla,0.0915897121102592
Parietaria_praetermissa,0.336535657108926
Parietaria_floridana,0.336535657108926
